accession	seqid	alntmscore	Taxonomic.lineage	Organism	Phylum	LeidenCluster	tSNE1	tSNE2	info
A0A379NE64	0.384	0.9308	Roseomonas gilardii (species), Roseomonas (genus), Acetobacteraceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Roseomonas gilardii subsp. rosea	Pseudomonadota	NA	NA	NA	NA
A0A5E7ZEU8	0.393	0.9297	unclassified Hoeflea (no rank), Hoeflea (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hoeflea sp. EC-HK425	Pseudomonadota	NA	NA	NA	NA
H0A4Z6	0.39	0.9265	unclassified Acetobacteraceae (no rank), Acetobacteraceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acetobacteraceae bacterium AT-5844	Pseudomonadota	NA	NA	NA	NA
A0A2D5Y1H9	0.39	0.9173	unclassified Micavibrio (no rank), Micavibrio (genus), Pseudobdellovibrionaceae (family), Bdellovibrionales (order), Oligoflexia (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Micavibrio sp	Pseudomonadota	NA	NA	NA	NA
A0A850RF50	0.403	0.9213	Allochromatium (genus), Chromatiaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Allochromatium humboldtianum	Pseudomonadota	NA	NA	NA	NA
A0A6L9MGL3	0.394	0.9041	Aurantimonas (genus), Aurantimonadaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Aurantimonas aggregata	Pseudomonadota	NA	NA	NA	NA
A0A350KPX5	0.405	0.9403	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria bacterium	Pseudomonadota	NA	NA	NA	NA
A0A1I1XPP7	0.39	0.9233	Roseivivax (genus), Roseobacteraceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Roseivivax sediminis	Pseudomonadota	NA	NA	NA	NA
A0A5A7MLL8	0.39	0.9283	Iodidimonas (genus), Iodidimonadaceae (family), Iodidimonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Iodidimonas gelatinilytica	Pseudomonadota	NA	NA	NA	NA
A0A848Z8U5	0.413	0.9234	unclassified Inquilinus (no rank), Inquilinus (genus), Rhodospirillaceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Inquilinus sp	Pseudomonadota	NA	NA	NA	NA
A0A061QEX7	0.398	0.8924	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	alpha proteobacterium Q-1	Pseudomonadota	NA	NA	NA	NA
A0A5A7N7E9	0.398	0.9242	unclassified Kordiimonadales (no rank), Kordiimonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Kordiimonadales bacterium JCM 17846	Pseudomonadota	NA	NA	NA	NA
R5PYU1	0.405	0.9218	environmental samples (no rank), Acetobacter (genus), Acetobacteraceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acetobacter sp. CAG:977	Pseudomonadota	NA	NA	NA	NA
A0A2E3EYE9	0.398	0.9241	unclassified Tistrella (no rank), Tistrella (genus), Geminicoccaceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Tistrella sp	Pseudomonadota	NA	NA	NA	NA
A0A450YL16	0.397	0.9255	unclassified Candidatus Kentron (no rank), Candidatus Kentron (genus), Gammaproteobacteria incertae sedis (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Kentron sp. SD	Pseudomonadota	NA	NA	NA	NA
A0A2E0GHF4	0.387	0.9472	unclassified Rhodospirillaceae (no rank), Rhodospirillaceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodospirillaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A0C5XP75	0.396	0.9304	unclassified Sphingobium (no rank), Sphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingobium sp. (strain YBL2)	Pseudomonadota	NA	NA	NA	NA
A0A4Q4J514	0.396	0.9426	Sphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingobium fuliginis (strain ATCC 27551)	Pseudomonadota	NA	NA	NA	NA
W1RSH1	0.393	0.939	unclassified Sphingobium (no rank), Sphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingobium sp. C100	Pseudomonadota	NA	NA	NA	NA
A0A2G4YUU0	0.389	0.935	Paremcibacter (genus), Emcibacteraceae (family), Emcibacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Paremcibacter congregatus	Pseudomonadota	NA	NA	NA	NA
A0A0T2QBD8	0.402	0.9274	unclassified Altererythrobacter (no rank), Altererythrobacter (genus), Erythrobacteraceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Altererythrobacter sp. Root672	Pseudomonadota	NA	NA	NA	NA
A0A2P0B0V6	0.409	0.9221	unclassified Citromicrobium (no rank), Citromicrobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Citromicrobium sp. RCC1897	Pseudomonadota	NA	NA	NA	NA
A0A436IHD9	0.399	0.9521	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp. M7A.F.Ca.CA.002.03.2.1	Pseudomonadota	NA	NA	NA	NA
A0A537QKS6	0.407	0.9268	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria bacterium	Pseudomonadota	NA	NA	NA	NA
A0A5C6TVA6	0.393	0.9381	Sphingosinicella (genus), Sphingosinicellaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingosinicella ginsenosidimutans	Pseudomonadota	NA	NA	NA	NA
A0A1U9KTX9	0.406	0.9368	Neoasaia (genus), Acetobacteraceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neoasaia chiangmaiensis	Pseudomonadota	NA	NA	NA	NA
A0A6M1LSY7	0.4	0.9277	Falsiroseomonas (genus), Acetobacteraceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Falsiroseomonas algicola	Pseudomonadota	NA	NA	NA	NA
W0A814	0.398	0.9335	Sphingomonas sanxanigenens (species), Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas sanxanigenens DSM 19645 = NX02	Pseudomonadota	NA	NA	NA	NA
A0A397P8G8	0.412	0.9312	Hephaestia (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hephaestia caeni	Pseudomonadota	NA	NA	NA	NA
A0A7Y9N9Q9	0.401	0.9384	unclassified Sphingopyxis (no rank), Sphingopyxis (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingopyxis sp. JAI108	Pseudomonadota	NA	NA	NA	NA
A0A2A8HUW3	0.402	0.9261	unclassified Novosphingobium (no rank), Novosphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Novosphingobium sp. PC22D	Pseudomonadota	NA	NA	NA	NA
A0A2H0QXK7	0.39	0.9255	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_39_49	Pseudomonadota	NA	NA	NA	NA
A0A0Q7YWD8	0.407	0.9224	unclassified Sphingopyxis (no rank), Sphingopyxis (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingopyxis sp. Root1497	Pseudomonadota	NA	NA	NA	NA
A0A7X0GXR1	0.405	0.9276	unclassified Sphingopyxis (no rank), Sphingopyxis (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingopyxis sp. JAI128	Pseudomonadota	NA	NA	NA	NA
A0A1E5XJB3	0.396	0.9359	Devosia insulae (species), Devosia (genus), Devosiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Devosia insulae DS-56	Pseudomonadota	NA	NA	NA	NA
A0A0Q4FX57	0.408	0.9252	unclassified Sphingomonas (no rank), Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas sp. Leaf16	Pseudomonadota	NA	NA	NA	NA
A0A519QS36	0.408	0.9223	unclassified Novosphingobium (no rank), Novosphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Novosphingobium sp	Pseudomonadota	NA	NA	NA	NA
A0A059FUF6	0.401	0.9336	Hyphomonas johnsonii (species), Hyphomonas (genus), Hyphomonadaceae (family), Hyphomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hyphomonas johnsonii MHS-2	Pseudomonadota	NA	NA	NA	NA
A0A0Q4JWY2	0.408	0.9233	unclassified Sphingomonas (no rank), Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas sp. Leaf29	Pseudomonadota	NA	NA	NA	NA
A0A0Q4KPE1	0.408	0.9255	unclassified Sphingomonas (no rank), Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas sp. Leaf32	Pseudomonadota	NA	NA	NA	NA
A0A0Q5RHR9	0.4	0.9173	unclassified Sphingomonas (no rank), Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas sp. Leaf357	Pseudomonadota	NA	NA	NA	NA
A0A1B3ZDM4	0.411	0.9231	Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas panacis	Pseudomonadota	NA	NA	NA	NA
A0A3M2EAG1	0.389	0.9366	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria bacterium	Pseudomonadota	NA	NA	NA	NA
A0A0B1ZN95	0.397	0.9314	Novosphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Novosphingobium malaysiense	Pseudomonadota	NA	NA	NA	NA
A0A7U4QW90	0.395	0.9347	unclassified Hyphomonadaceae (no rank), Hyphomonadaceae (family), Hyphomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hyphomonadaceae bacterium UKL13-1	Pseudomonadota	NA	NA	NA	NA
A0A127CLA8	0.397	0.9327	unclassified Martelella (no rank), Martelella (genus), Aurantimonadaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Martelella sp. AD-3	Pseudomonadota	NA	NA	NA	NA
A0A7T7HIM8	0.397	0.9334	Martelella (genus), Aurantimonadaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Martelella lutilitoris	Pseudomonadota	NA	NA	NA	NA
A0A2D8JY01	0.397	0.9323	unclassified Rhizobiaceae (no rank), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhizobiaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A0W1QLR6	0.41	0.929	unclassified Sphingomonas (no rank), Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas sp. WG	Pseudomonadota	NA	NA	NA	NA
A0A2S7XUM0	0.392	0.9256	Chromatium (genus), Chromatiaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Chromatium okenii	Pseudomonadota	NA	NA	NA	NA
A0A1M2ZSB6	0.407	0.9358	unclassified Sphingomonas (no rank), Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas sp. 66-10	Pseudomonadota	NA	NA	NA	NA
A0A502Y820	0.393	0.9291	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp. B2-6-5	Pseudomonadota	NA	NA	NA	NA
A0A0Q6K7C8	0.396	0.9303	unclassified Bosea (no rank), Bosea (genus), Boseaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Bosea sp. Leaf344	Pseudomonadota	NA	NA	NA	NA
A0A4V1RI23	0.399	0.9333	Lichenibacterium (genus), Lichenibacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Lichenibacterium ramalinae	Pseudomonadota	NA	NA	NA	NA
A0A439JCD4	0.398	0.9376	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp	Pseudomonadota	NA	NA	NA	NA
A0A3S1S796	0.399	0.9338	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp. M7A.F.Ca.US.001.04.1.1	Pseudomonadota	NA	NA	NA	NA
A0A434M5B4	0.399	0.935	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp. M5C.F.Ca.IN.020.29.1.1	Pseudomonadota	NA	NA	NA	NA
A0A439UAL7	0.399	0.9481	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp	Pseudomonadota	NA	NA	NA	NA
A0A439V7N4	0.399	0.9354	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp	Pseudomonadota	NA	NA	NA	NA
A0A3S2I5V7	0.398	0.9326	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp. M7A.F.Ca.US.006.01.1.1	Pseudomonadota	NA	NA	NA	NA
A0A8B3LWX5	0.396	0.9301	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp. M7A.F.Ca.CA.001.07.2.1	Pseudomonadota	NA	NA	NA	NA
A0A068D401	0.4	0.9361	Mesorhizobium huakuii (species), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium huakuii 7653R	Pseudomonadota	NA	NA	NA	NA
A0A7R6Y8U4	0.4	0.9378	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp. 131-2-5	Pseudomonadota	NA	NA	NA	NA
A0A8B3PUX5	0.398	0.9368	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp	Pseudomonadota	NA	NA	NA	NA
A0A6M7TKS7	0.4	0.9371	Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium jarvisii	Pseudomonadota	NA	NA	NA	NA
A0A6M7WCY0	0.399	0.9349	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp. NZP2298	Pseudomonadota	NA	NA	NA	NA
A0A6M7WWP6	0.395	0.9347	Rhizobium loti (species), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium loti R88b	Pseudomonadota	NA	NA	NA	NA
A0A3S1FY74	0.396	0.9309	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp. M7A.T.Ca.TU.009.01.3.1	Pseudomonadota	NA	NA	NA	NA
A0A442L4V4	0.399	0.9357	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp	Pseudomonadota	NA	NA	NA	NA
A0A271LVW2	0.401	0.9356	Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium temperatum	Pseudomonadota	NA	NA	NA	NA
A0A3S1JX65	0.398	0.9331	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp. M7A.F.Ca.US.008.03.1.1	Pseudomonadota	NA	NA	NA	NA
A0A3S3J4C1	0.4	0.9378	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp	Pseudomonadota	NA	NA	NA	NA
A0A807CET2	0.4	0.9329	Rhizobium loti (species), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium loti NZP2037	Pseudomonadota	NA	NA	NA	NA
A0A258GQ67	0.382	0.9325	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria bacterium 32-64-14	Pseudomonadota	NA	NA	NA	NA
A0A442SDN3	0.396	0.9328	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp	Pseudomonadota	NA	NA	NA	NA
A0A3S1Q0E3	0.396	0.9351	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp. M7A.F.Ca.US.011.01.1.1	Pseudomonadota	NA	NA	NA	NA
A0A2A6NEH5	0.386	0.9345	unclassified Bradyrhizobium (no rank), Bradyrhizobium (genus), Nitrobacteraceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Bradyrhizobium sp. C9	Pseudomonadota	NA	NA	NA	NA
A0A4U6RT74	0.384	0.931	Bradyrhizobium (genus), Nitrobacteraceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Bradyrhizobium elkanii	Pseudomonadota	NA	NA	NA	NA
A0A4R3G0W9	0.401	0.9313	unclassified Rhizobium (no rank), Rhizobium (genus), Rhizobium/Agrobacterium group (no rank), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhizobium sp. BK376	Pseudomonadota	NA	NA	NA	NA
A0A561R2C4	0.399	0.9301	Neorhizobium (genus), Rhizobium/Agrobacterium group (no rank), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neorhizobium alkalisoli	Pseudomonadota	NA	NA	NA	NA
A0A7J4VTH6	0.401	0.9276	unclassified Neorhizobium (no rank), Neorhizobium (genus), Rhizobium/Agrobacterium group (no rank), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neorhizobium sp. P12A	Pseudomonadota	NA	NA	NA	NA
A0A2N6GI73	0.409	0.9249	unclassified Sedimenticola (no rank), Sedimenticola (genus), Gammaproteobacteria incertae sedis (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sedimenticola sp	Pseudomonadota	NA	NA	NA	NA
A0A6B0TW34	0.384	0.9401	Oceanomicrobium (genus), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Oceanomicrobium pacificus	Pseudomonadota	NA	NA	NA	NA
A0A0D0QCL1	0.387	0.9325	Wenxinia marina (species), Wenxinia (genus), Roseobacteraceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Wenxinia marina DSM 24838	Pseudomonadota	NA	NA	NA	NA
A0A2K8UET6	0.407	0.9239	Thiodictyon (genus), Chromatiaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Thiodictyon syntrophicum	Pseudomonadota	NA	NA	NA	NA
A0A845BA97	0.384	0.9236	Roseomonas (genus), Acetobacteraceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Roseomonas coralli	Pseudomonadota	NA	NA	NA	NA
A0A3D4RST3	0.401	0.9253	unclassified Chromatiaceae (no rank), Chromatiaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Chromatiaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A8TLA2	0.393	0.9229	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	alpha proteobacterium BAL199	Pseudomonadota	NA	NA	NA	NA
A0A5M8FQ86	0.403	0.926	Thiohalocapsa (genus), Chromatiaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thiohalocapsa marina	Pseudomonadota	NA	NA	NA	NA
V4IYW5	0.401	0.924	unclassified Thiohalocapsa (no rank), Thiohalocapsa (genus), Chromatiaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thiohalocapsa sp. PB-PSB1	Pseudomonadota	NA	NA	NA	NA
A0A2G6PFM6	0.414	0.9266	Candidatus Contendobacter (genus), Candidatus Competibacteraceae (family), Gammaproteobacteria incertae sedis (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Contendobacter odensis	Pseudomonadota	NA	NA	NA	NA
A0A0F7PPJ4	0.395	0.9321	unclassified Hoeflea (no rank), Hoeflea (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hoeflea sp. IMCC20628	Pseudomonadota	NA	NA	NA	NA
