protid	StruCluster
A0A0M9BKF3	SC48
A0A0P0D209	SC48
A0A0Q6UZU6	SC48
A0A0Q7D2M1	SC48
A0A0Q7RXU4	SC48
A0A0Q8FJD7	SC48
A0A0Q9S0J6	SC48
A0A0S7YJE3	SC48
A0A100VT52	SC48
A0A149UYJ8	SC48
A0A1A0PJG8	SC48
A0A1A9H7R1	SC48
A0A1F3AIB2	SC48
A0A1G0XVX1	SC48
A0A1G5HTA0	SC48
A0A1G6WE95	SC48
A0A1H4HZS7	SC48
A0A1H7SB08	SC48
A0A1H8N050	SC48
A0A1L5LVY9	SC48
A0A1L7AJY7	SC48
A0A1M6P302	SC48
A0A1N6PJV3	SC48
A0A1Q2QSL6	SC48
A0A1Q9G496	SC48
A0A1R1BNQ8	SC48
A0A1R1DPS1	SC48
A0A1R1FKT5	SC48
A0A1U7JE66	SC48
A0A1V3AHU6	SC48
A0A1V3AR71	SC48
A0A1Z8TLD8	SC48
A0A239PW31	SC48
A0A257SB35	SC48
A0A257WZ32	SC48
A0A257XCJ5	SC48
A0A258D402	SC48
A0A268AYB3	SC48
A0A268ETK3	SC48
A0A268S9J4	SC48
A0A269W9R8	SC48
A0A271J606	SC48
A0A293SHG8	SC48
A0A293VAI9	SC48
A0A2A6SEF3	SC48
A0A2A6SNV6	SC48
A0A2A6TTY2	SC48
A0A2A6VZN4	SC48
A0A2A6XC59	SC48
A0A2A6Y515	SC48
A0A2A7NDT7	SC48
A0A2D8RCS4	SC48
A0A2E1XE83	SC48
A0A2E2EHC3	SC48
A0A2E8J521	SC48
A0A2G5QVU5	SC48
A0A2G6ME70	SC48
A0A2G7LTX2	SC48
A0A2K9LP38	SC48
A0A2M9MJI9	SC48
A0A2N3JGY3	SC48
A0A2P7SF15	SC48
A0A2S7JYY4	SC48
A0A2S8NYC8	SC48
A0A2S8X0X5	SC48
A0A2T5V9J8	SC48
A0A2T6MYI9	SC48
A0A2T6P7X5	SC48
A0A2T6S251	SC48
A0A2T6S5M4	SC48
A0A2T6S7M3	SC48
A0A2T6TR32	SC48
A0A2T6TTM1	SC48
A0A2T6UG33	SC48
A0A2T6UT34	SC48
A0A2T6VHV1	SC48
A0A2T6W004	SC48
A0A2T6W749	SC48
A0A2V4VH97	SC48
A0A2W0D352	SC48
A0A2W6NKR9	SC48
A0A328B2W2	SC48
A0A328FEB2	SC48
A0A329QGL1	SC48
A0A352MZF9	SC48
A0A355C1K9	SC48
A0A358GDF3	SC48
A0A369C3Q0	SC48
A0A379N0G3	SC48
A0A380MT35	SC48
A0A380N1R0	SC48
A0A399IJS0	SC48
A0A3B9GJH4	SC48
A0A3D9RXZ9	SC48
A0A3N5BW84	SC48
A0A3N5EAI1	SC48
A0A3N6CGG9	SC48
A0A3S1CX56	SC48
A0A402E1B6	SC48
A0A421K7V6	SC48
A0A438RNG5	SC48
A0A438RX24	SC48
A0A438SKX4	SC48
A0A438SQJ8	SC48
A0A438T8B5	SC48
A0A438U6F7	SC48
A0A438UH47	SC48
A0A438VKV3	SC48
A0A438X8C3	SC48
A0A438XG78	SC48
A0A438ZFB5	SC48
A0A439AAH1	SC48
A0A439AZI8	SC48
A0A439BVU1	SC48
A0A496ENT8	SC48
A0A496FXQ6	SC48
A0A496FZ11	SC48
A0A496GWU1	SC48
A0A496HW40	SC48
A0A496I899	SC48
A0A497U572	SC48
A0A4R5W6L0	SC48
A0A4V3B600	SC48
A0A4V5NPU1	SC48
A0A4Y4U2G8	SC48
A0A4Y4X061	SC48
A0A518YJC3	SC48
A0A521EH90	SC48
A0A524K4X6	SC48
A0A525L6B7	SC48
A0A5M8Q723	SC48
A0A5M8V2N5	SC48
A0A5M8W473	SC48
A0A5M9WTI5	SC48
A0A661BVG0	SC48
A0A661C8Y4	SC48
A0A661DTZ1	SC48
A0A6B8KHG4	SC48
A0A6H9KKX0	SC48
A0A6I4CD13	SC48
A0A6N7R4B7	SC48
A0A7C2T640	SC48
A0A7C2X3Q2	SC48
A0A7C6RZ72	SC48
A0A7K1N2R4	SC48
A0A7K1NYU7	SC48
A0A7K1ZGX9	SC48
A0A7M2ADH6	SC48
A0A7S8IH62	SC48
A0A7T6ARY6	SC48
A0A7V7MPS6	SC48
A0A7X7G4X9	SC48
A0A7X9YKT1	SC48
A0A7Y2GYL2	SC48
A0A7Y6C4G7	SC48
A0A7Y8SR91	SC48
A0A7Z7CIN2	SC48
A0A839SZ52	SC48
A0A839ZUH2	SC48
A0A841F4B8	SC48
A0A846HNQ3	SC48
A0A849EEK0	SC48
A0A850TFW1	SC48
A0A855XS40	SC48
A5EXN5	SC48
B5Z6I3	SC48
B6JL12	SC48
B9XT87	SC48
D0JYX9	SC48
D6XP51	SC48
E1PYR5	SC48
E1Q5U1	SC48
E1S7V2	SC48
E6NJK5	SC48
E8QVI6	SC48
F8D2X3	SC48
G2M803	SC48
I0EM53	SC48
I0EW18	SC48
I2DFA4	SC48
I9Q6C9	SC48
I9R952	SC48
I9UVL2	SC48
I9X6U6	SC48
I9ZNT5	SC48
J0B498	SC48
J0GA50	SC48
J0LH96	SC48
J0M1J7	SC48
J0MQU9	SC48
J0Q2V2	SC48
J0QTX4	SC48
J0SYG5	SC48
J0TH85	SC48
J0U514	SC48
J2Q2R6	SC48
K2KVB6	SC48
K2LX75	SC48
M3RP61	SC48
M4ZIH1	SC48
M7S3W7	SC48
Q1ARY3	SC48
R0EDT9	SC48
R9T8E0	SC48
S2WX32	SC48
T0DW27	SC48
T0E6I3	SC48
T1U900	SC48
T2S8Q8	SC48
T5CNA0	SC48
W4AJY2	SC48
W8YYY5	SC48
A0A7V8A4M8	SC49
A0A1Z9FNH5	SC49
A0A2E4X8E5	SC49
A0A2F0AIQ6	SC49
A0A2M8T9T1	SC49
A0A2S6RDM8	SC49
A0A3M8DA28	SC49
A0A3R7UZT0	SC49
Q97LE0	SC49
A0A7W7ADR8	SC50
A0A031HJ46	SC50
A0A031JWV7	SC50
A0A061QEX7	SC50
A0A073J8D3	SC50
A0A074K8Q5	SC50
A0A074MX74	SC50
A0A081B9D8	SC50
A0A085FLS7	SC50
A0A087M6F3	SC50
A0A095B793	SC50
A0A095CXR8	SC50
A0A097EDE6	SC50
A0A0A1W1Z4	SC50
A0A0A7PH11	SC50
A0A0A8K502	SC50
A0A0B1ZN95	SC50
A0A0B2BZD8	SC50
A0A0B4CFU1	SC50
A0A0B4XW70	SC50
A0A0B8Z901	SC50
A0A0C2YFG7	SC50
A0A0C9N0A7	SC50
A0A0D1MQV9	SC50
A0A0D8CFW7	SC50
A0A0E9MN63	SC50
A0A0F2KU61	SC50
A0A0F2RK21	SC50
A0A0F5FN60	SC50
A0A0F5FVA4	SC50
A0A0F5L6T8	SC50
A0A0F5LMH3	SC50
A0A0F5P7V6	SC50
A0A0F5Q1L5	SC50
A0A0F7KXK1	SC50
A0A0G3X7K8	SC50
A0A0G3XGE7	SC50
A0A0G9MMI8	SC50
A0A0H2MDA1	SC50
A0A0H2N180	SC50
A0A0H3G133	SC50
A0A0K6HYH4	SC50
A0A0L1KHH2	SC50
A0A0M2RAH2	SC50
A0A0M2RDJ8	SC50
A0A0M4CVZ1	SC50
A0A0M4MHH7	SC50
A0A0M6YIK2	SC50
A0A0M8JEY7	SC50
A0A0N0K308	SC50
A0A0N1AYE5	SC50
A0A0N1BS53	SC50
A0A0N1BZT5	SC50
A0A0N1LHI4	SC50
A0A0N1LNL8	SC50
A0A0N1N0P0	SC50
A0A0N7I1I5	SC50
A0A0N9V0I3	SC50
A0A0P0F1H0	SC50
A0A0P6W9K4	SC50
A0A0P6X3R7	SC50
A0A0Q3BI75	SC50
A0A0Q4CQ70	SC50
A0A0Q4DV49	SC50
A0A0Q4F138	SC50
A0A0Q4FX57	SC50
A0A0Q4FXZ2	SC50
A0A0Q4G9H5	SC50
A0A0Q4HTW5	SC50
A0A0Q4I0E2	SC50
A0A0Q4J212	SC50
A0A0Q4J569	SC50
A0A0Q4JJJ6	SC50
A0A0Q4JWY2	SC50
A0A0Q4KI64	SC50
A0A0Q4KPE1	SC50
A0A0Q4L4M8	SC50
A0A0Q4LEL3	SC50
A0A0Q4LNK4	SC50
A0A0Q4P526	SC50
A0A0Q4PXE8	SC50
A0A0Q4R6Z0	SC50
A0A0Q4U5C1	SC50
A0A0Q5PQU9	SC50
A0A0Q5V1S8	SC50
A0A0Q6AJI5	SC50
A0A0Q6KJI6	SC50
A0A0Q6P7X6	SC50
A0A0Q7EE11	SC50
A0A0Q7IFD4	SC50
A0A0Q7YWD8	SC50
A0A0Q8IUT1	SC50
A0A0Q8QVV1	SC50
A0A0Q8RPV0	SC50
A0A0Q8XQH6	SC50
A0A0S6WQK0	SC50
A0A0T2MVX2	SC50
A0A0T2QBD8	SC50
A0A0U1NIA7	SC50
A0A0U3PEI6	SC50
A0A0U5MLY9	SC50
A0A0W1DG42	SC50
A0A0W1DQ08	SC50
A0A0W1EQJ9	SC50
A0A0W1F3E0	SC50
A0A0W1GR43	SC50
A0A0W1I8Q0	SC50
A0A0W1QLR6	SC50
A0A101VN06	SC50
A0A102DE50	SC50
A0A102DG42	SC50
A0A109BJP9	SC50
A0A109LZ89	SC50
A0A117S4J5	SC50
A0A117UV96	SC50
A0A125QJI2	SC50
A0A127MJA8	SC50
A0A142W4K7	SC50
A0A143DH07	SC50
A0A147EG17	SC50
A0A147IZ98	SC50
A0A147J3C3	SC50
A0A147J8R8	SC50
A0A154L3G7	SC50
A0A154VH14	SC50
A0A154W9V4	SC50
A0A158SQ06	SC50
A0A160JER3	SC50
A0A165R6S0	SC50
A0A176EB71	SC50
A0A178HUM7	SC50
A0A178MRL4	SC50
A0A178MRQ1	SC50
A0A196MWS3	SC50
A0A199YCM6	SC50
A0A1A7BGZ1	SC50
A0A1B3N8T2	SC50
A0A1B6Z6K7	SC50
A0A1B9VIS1	SC50
A0A1C2HTN3	SC50
A0A1C7DBE3	SC50
A0A1E3M0H7	SC50
A0A1E3VNU1	SC50
A0A1E3VYD5	SC50
A0A1E3WBZ5	SC50
A0A1E4AX15	SC50
A0A1E4DYI3	SC50
A0A1E4FNP0	SC50
A0A1E4FPW1	SC50
A0A1E4FYR5	SC50
A0A1E4GA52	SC50
A0A1E4JDK5	SC50
A0A1E4JJ63	SC50
A0A1E4JQB8	SC50
A0A1E4MHD0	SC50
A0A1E5Q5U9	SC50
A0A1E5XJB3	SC50
A0A1F2XQW2	SC50
A0A1F2YQ92	SC50
A0A1F3AAT6	SC50
A0A1F9ZCL3	SC50
A0A1G3IRZ7	SC50
A0A1G3JP54	SC50
A0A1G3KEB5	SC50
A0A1G3KHL9	SC50
A0A1G6PWF8	SC50
A0A1G7CV42	SC50
A0A1G7R4T3	SC50
A0A1G7X2G2	SC50
A0A1G8BMF4	SC50
A0A1H3QD40	SC50
A0A1H6FJS2	SC50
A0A1H6GNM4	SC50
A0A1H6HQ65	SC50
A0A1H7ZR29	SC50
A0A1H8FGM5	SC50
A0A1H8J5Y8	SC50
A0A1H9CTD0	SC50
A0A1H9GC34	SC50
A0A1I2ME99	SC50
A0A1I3S9F5	SC50
A0A1I4EPJ1	SC50
A0A1I5BWT5	SC50
A0A1I5FUD0	SC50
A0A1I5PUG5	SC50
A0A1I5PVB8	SC50
A0A1I6L4X0	SC50
A0A1I7NBC6	SC50
A0A1I7NQ91	SC50
A0A1K2HUM9	SC50
A0A1L3ZRG0	SC50
A0A1L6JBZ7	SC50
A0A1M3HLS3	SC50
A0A1M3KSG4	SC50
A0A1M3M1U7	SC50
A0A1M3PAX1	SC50
A0A1M5BJD7	SC50
A0A1M6MCY6	SC50
A0A1N6GGX6	SC50
A0A1N7PCD2	SC50
A0A1P8MSM8	SC50
A0A1P8PYU3	SC50
A0A1P8WT49	SC50
A0A1Q3Z2U8	SC50
A0A1Q4EAJ8	SC50
A0A1Q4UUZ3	SC50
A0A1R1YZC5	SC50
A0A1S5Y281	SC50
A0A1S6FPU7	SC50
A0A1S9PG67	SC50
A0A1T5C8B8	SC50
A0A1U6IAX8	SC50
A0A1W2AW82	SC50
A0A1W6CM10	SC50
A0A1W7M835	SC50
A0A1W9HAB2	SC50
A0A1W9HDZ9	SC50
A0A1X4MSU5	SC50
A0A1X4N5U4	SC50
A0A1X7GWF2	SC50
A0A1X7H3C6	SC50
A0A1X7Q5V0	SC50
A0A1X9YAE8	SC50
A0A1Y2KWM2	SC50
A0A1Y2LCD6	SC50
A0A1Y2QE80	SC50
A0A1Y5EA07	SC50
A0A1Y5FUS6	SC50
A0A1Y5PQ17	SC50
A0A1Y6CA84	SC50
A0A1Y6EPK9	SC50
A0A1Y6EUC3	SC50
A0A1Y6FBQ5	SC50
A0A1Z8LP89	SC50
A0A1Z9Y5L6	SC50
A0A1Z9Y9I1	SC50
A0A1Z9YAJ0	SC50
A0A212JJD3	SC50
A0A218PU22	SC50
A0A219B8T2	SC50
A0A220W5M7	SC50
A0A221JXM4	SC50
A0A222ETX0	SC50
A0A222X1F5	SC50
A0A235HEJ7	SC50
A0A239CT46	SC50
A0A239EH75	SC50
A0A239I6J9	SC50
A0A245ZSM0	SC50
A0A246JV07	SC50
A0A248JYJ9	SC50
A0A251X1A3	SC50
A0A255YF97	SC50
A0A255YUL9	SC50
A0A257DGG5	SC50
A0A257ELZ4	SC50
A0A257GF98	SC50
A0A257J982	SC50
A0A258FRT5	SC50
A0A258GPZ5	SC50
A0A258GQT3	SC50
A0A258HVS4	SC50
A0A258JBX9	SC50
A0A258RWH4	SC50
A0A258V1Z0	SC50
A0A258VMD7	SC50
A0A258Z9L1	SC50
A0A259E1L8	SC50
A0A270B3G9	SC50
A0A285MBH3	SC50
A0A285NK60	SC50
A0A285RKP4	SC50
A0A285SVZ4	SC50
A0A286GNF5	SC50
A0A2A2SKJ4	SC50
A0A2A4B604	SC50
A0A2A4G328	SC50
A0A2A4LDS0	SC50
A0A2A4THD8	SC50
A0A2A4U2J3	SC50
A0A2A4UCZ4	SC50
A0A2A5BSM9	SC50
A0A2A5ERI3	SC50
A0A2A8HUW3	SC50
A0A2B8B8B0	SC50
A0A2C9D860	SC50
A0A2D3RHK5	SC50
A0A2D4Y6U4	SC50
A0A2D5HBJ5	SC50
A0A2D6H6F2	SC50
A0A2D6T0D6	SC50
A0A2D7A8T7	SC50
A0A2D7J0U4	SC50
A0A2D7JJX1	SC50
A0A2D7JK98	SC50
A0A2D7KHU4	SC50
A0A2D7XUF4	SC50
A0A2D7Z5B9	SC50
A0A2D8D6Y2	SC50
A0A2D8HIQ5	SC50
A0A2D8MHC4	SC50
A0A2D8XIS8	SC50
A0A2D8YQH8	SC50
A0A2D9I3Q5	SC50
A0A2D9RCR6	SC50
A0A2D9S3I3	SC50
A0A2D9WEW5	SC50
A0A2E0GHF4	SC50
A0A2E0U9J4	SC50
A0A2E1CXK8	SC50
A0A2E1Y9A6	SC50
A0A2E2CVI5	SC50
A0A2E2E369	SC50
A0A2E2T4B2	SC50
A0A2E2YBE0	SC50
A0A2E2ZPW7	SC50
A0A2E3KAG5	SC50
A0A2E3QDU4	SC50
A0A2E3XFQ9	SC50
A0A2E4Y1H5	SC50
A0A2E5BPB5	SC50
A0A2E5KW68	SC50
A0A2E5L973	SC50
A0A2E6QMI1	SC50
A0A2E6RMK1	SC50
A0A2E6S0D7	SC50
A0A2E7F2T2	SC50
A0A2E7FVN9	SC50
A0A2E7HHE7	SC50
A0A2E7I4S2	SC50
A0A2E7PLZ6	SC50
A0A2E7V2L7	SC50
A0A2E9W851	SC50
A0A2E9Y3N8	SC50
A0A2G2D8Q7	SC50
A0A2G2QVA2	SC50
A0A2G4YUU0	SC50
A0A2H0QXK7	SC50
A0A2K1E936	SC50
A0A2K8MFU6	SC50
A0A2K9NES5	SC50
A0A2L0GPE6	SC50
A0A2L0VQG5	SC50
A0A2L1SA77	SC50
A0A2M7HKI5	SC50
A0A2M8UFQ5	SC50
A0A2M8W7T5	SC50
A0A2N3B404	SC50
A0A2N3BZ30	SC50
A0A2N3CUK4	SC50
A0A2N3D8K6	SC50
A0A2N3DXB2	SC50
A0A2N3KM93	SC50
A0A2N3L3T8	SC50
A0A2N3PUD1	SC50
A0A2N4WW96	SC50
A0A2N5XSD8	SC50
A0A2N6B0J7	SC50
A0A2P5MDV3	SC50
A0A2P7QH54	SC50
A0A2S1XS89	SC50
A0A2S2CUA6	SC50
A0A2S5M7E0	SC50
A0A2S6QI31	SC50
A0A2S6QUK1	SC50
A0A2S6R8R8	SC50
A0A2S6TDJ7	SC50
A0A2S6TYZ4	SC50
A0A2S6U1U3	SC50
A0A2S6UMY2	SC50
A0A2S8BA61	SC50
A0A2T0X6E3	SC50
A0A2T4HN74	SC50
A0A2T4YNB1	SC50
A0A2T5FWM2	SC50
A0A2T5GI42	SC50
A0A2T5GZS6	SC50
A0A2T5TYK3	SC50
A0A2T7VRJ6	SC50
A0A2U0SJW0	SC50
A0A2U1VE69	SC50
A0A2U1WBK0	SC50
A0A2U1WND7	SC50
A0A2U1X5C0	SC50
A0A2U1XKN3	SC50
A0A2U1Y898	SC50
A0A2U9S2P3	SC50
A0A2V3VHJ7	SC50
A0A2V7WCB6	SC50
A0A2W4RIJ7	SC50
A0A2W4SSX5	SC50
A0A2W4Z1E7	SC50
A0A2W5ABT2	SC50
A0A2W5AVZ9	SC50
A0A2W5MSY7	SC50
A0A2W5NTW1	SC50
A0A2W6TAL2	SC50
A0A2W6TM95	SC50
A0A2W6VPQ1	SC50
A0A2W6X2T4	SC50
A0A2Z2PDE3	SC50
A0A2Z4K2S8	SC50
A0A2Z4UH20	SC50
A0A2Z5UEH5	SC50
A0A2Z5UJ63	SC50
A0A2Z5YUR9	SC50
A0A316JUF9	SC50
A0A317E1U9	SC50
A0A317ECV1	SC50
A0A326GCG3	SC50
A0A326GKW3	SC50
A0A345WS96	SC50
A0A345YG92	SC50
A0A349TEL5	SC50
A0A349TZG3	SC50
A0A352KGD2	SC50
A0A353INH7	SC50
A0A353LUJ0	SC50
A0A354CHR4	SC50
A0A354U057	SC50
A0A364NVC9	SC50
A0A367UA81	SC50
A0A367V0N0	SC50
A0A367VDF6	SC50
A0A367W6W6	SC50
A0A367W9I2	SC50
A0A367WVG3	SC50
A0A367X1G6	SC50
A0A367XAV3	SC50
A0A368ECM3	SC50
A0A369QB93	SC50
A0A369W763	SC50
A0A371BES5	SC50
A0A378ZVQ9	SC50
A0A396RYS6	SC50
A0A397P8G8	SC50
A0A3A0F081	SC50
A0A3A0F6Y0	SC50
A0A3B7DZE4	SC50
A0A3B8QR30	SC50
A0A3B9B1V6	SC50
A0A3B9UMP3	SC50
A0A3D0W9F5	SC50
A0A3D0WGL7	SC50
A0A3D2RXD7	SC50
A0A3D3V891	SC50
A0A3D5N643	SC50
A0A3D6CAH4	SC50
A0A3D8IKI1	SC50
A0A3D9FD89	SC50
A0A3D9HN02	SC50
A0A3E2NVP9	SC50
A0A3G8M2T4	SC50
A0A3M0CJL5	SC50
A0A3M0ECB9	SC50
A0A3M0FQY9	SC50
A0A3M1A2H0	SC50
A0A3M1A3L6	SC50
A0A3M9XX46	SC50
A0A3M9YT77	SC50
A0A3N1M8H3	SC50
A0A3N5CTZ7	SC50
A0A3N5F6H3	SC50
A0A3N9RW45	SC50
A0A3R7V8C4	SC50
A0A3R8WK27	SC50
A0A3R9Z6S2	SC50
A0A3S3UWQ8	SC50
A0A3T1CJW5	SC50
A0A411LFT5	SC50
A0A418NHV4	SC50
A0A418Q1I3	SC50
A0A418W1G0	SC50
A0A418WIP1	SC50
A0A420ER42	SC50
A0A420WP75	SC50
A0A430BBZ7	SC50
A0A430CJ87	SC50
A0A430DT51	SC50
A0A430EAS3	SC50
A0A430EG04	SC50
A0A430G969	SC50
A0A431J7W2	SC50
A0A431VIW0	SC50
A0A433A3I5	SC50
A0A433JAZ5	SC50
A0A433XFI0	SC50
A0A437H059	SC50
A0A437MAM1	SC50
A0A437MD85	SC50
A0A437QVN7	SC50
A0A447IEX6	SC50
A0A494TJ49	SC50
A0A495RGD1	SC50
A0A4D7C7W3	SC50
A0A4D7D8X9	SC50
A0A4D8PGX8	SC50
A0A4D8RGH3	SC50
A0A4P6FRQ0	SC50
A0A4P7R2L6	SC50
A0A4P7RTA5	SC50
A0A4P7YJY2	SC50
A0A4Q0GVH9	SC50
A0A4Q1KM51	SC50
A0A4Q2J0T4	SC50
A0A4Q2KT72	SC50
A0A4Q3D6T0	SC50
A0A4Q3DVN6	SC50
A0A4Q3GHX0	SC50
A0A4Q3YTN3	SC50
A0A4Q5RT91	SC50
A0A4Q7T056	SC50
A0A4Q9VN64	SC50
A0A4R0NM45	SC50
A0A4R1U5W8	SC50
A0A4R1UN13	SC50
A0A4R1W681	SC50
A0A4R2PR47	SC50
A0A4R2S961	SC50
A0A4R2TBV5	SC50
A0A4R2UD83	SC50
A0A4R2XWU3	SC50
A0A4R3J3H4	SC50
A0A4R3TIV3	SC50
A0A4R6FXN5	SC50
A0A4S1WQM8	SC50
A0A4S1XIR4	SC50
A0A4T3EYM0	SC50
A0A4U1L4R8	SC50
A0A4V1DFW5	SC50
A0A4V2T1B3	SC50
A0A4Y8SL41	SC50
A0A4Y8ZVU4	SC50
A0A4Y9EPK5	SC50
A0A501PRE0	SC50
A0A501XDB7	SC50
A0A502CRG7	SC50
A0A506UEZ9	SC50
A0A511Q276	SC50
A0A512AEU4	SC50
A0A512N544	SC50
A0A514WE79	SC50
A0A516H661	SC50
A0A518RDG1	SC50
A0A520DJJ4	SC50
A0A520IZ50	SC50
A0A520NMF5	SC50
A0A520VA65	SC50
A0A521MGK7	SC50
A0A521R328	SC50
A0A521RAA7	SC50
A0A522AC43	SC50
A0A522CL96	SC50
A0A522VEI0	SC50
A0A523FDT9	SC50
A0A523FSD3	SC50
A0A523QA57	SC50
A0A525DER3	SC50
A0A534Y483	SC50
A0A537LVM1	SC50
A0A537MFQ6	SC50
A0A537NLP8	SC50
A0A537QKS6	SC50
A0A537RNI5	SC50
A0A537V5J7	SC50
A0A537WQM2	SC50
A0A542W0P3	SC50
A0A545TTW1	SC50
A0A547PD13	SC50
A0A552UHA5	SC50
A0A553WGY7	SC50
A0A558R085	SC50
A0A560BPT7	SC50
A0A560CRU9	SC50
A0A560D8K8	SC50
A0A560FPF0	SC50
A0A560GD59	SC50
A0A560HI89	SC50
A0A560IL16	SC50
A0A560K2Q5	SC50
A0A562UU01	SC50
A0A5A7MLL8	SC50
A0A5A7N7E9	SC50
A0A5A9F4A5	SC50
A0A5A9FHD6	SC50
A0A5A9GJL7	SC50
A0A5B8LRW0	SC50
A0A5B8S0Y3	SC50
A0A5B9DNN5	SC50
A0A5C6TVA6	SC50
A0A5C6U8B4	SC50
A0A5C6UCG7	SC50
A0A5C7JJF3	SC50
A0A5C9DER7	SC50
A0A5D0WQC1	SC50
A0A5D9C060	SC50
A0A5J6MFU4	SC50
A0A5K7Z8L0	SC50
A0A5K8A133	SC50
A0A5K8AMG6	SC50
A0A5M6IBD4	SC50
A0A5N3PIF0	SC50
A0A5P6NDR7	SC50
A0A5P9GVV8	SC50
A0A5R8YF63	SC50
A0A643FGT7	SC50
A0A651DH94	SC50
A0A651HJN2	SC50
A0A653J8W5	SC50
A0A653JCZ7	SC50
A0A653YH56	SC50
A0A654CFZ8	SC50
A0A679JTP2	SC50
A0A6A7M836	SC50
A0A6A8QP21	SC50
A0A6B0Z518	SC50
A0A6B1EJ32	SC50
A0A6B8LNU6	SC50
A0A6G6X848	SC50
A0A6G6Y695	SC50
A0A6G7YT45	SC50
A0A6H2DQD9	SC50
A0A6H9H7X4	SC50
A0A6I3KLS0	SC50
A0A6I4J1J7	SC50
A0A6I4LWU5	SC50
A0A6I4SPQ3	SC50
A0A6I4SXM6	SC50
A0A6I4T955	SC50
A0A6I4TDZ8	SC50
A0A6I4TH22	SC50
A0A6I4U0C0	SC50
A0A6I4U2N2	SC50
A0A6I4UN67	SC50
A0A6I4URS4	SC50
A0A6I4V0M3	SC50
A0A6I5X3T4	SC50
A0A6I6L7W1	SC50
A0A6I7P500	SC50
A0A6J4BVP9	SC50
A0A6J4FV61	SC50
A0A6J4G4L1	SC50
A0A6J4STU4	SC50
A0A6J4SVQ6	SC50
A0A6J4TDZ7	SC50
A0A6L4AQ99	SC50
A0A6L7GF72	SC50
A0A6L8A2H8	SC50
A0A6L8F3T6	SC50
A0A6L8W7J7	SC50
A0A6M1SXX9	SC50
A0A6M4AX82	SC50
A0A6M5JDG8	SC50
A0A6N1AW16	SC50
A0A6N6ZNU0	SC50
A0A6N7AIY9	SC50
A0A6N7FLK4	SC50
A0A6N7JKD4	SC50
A0A6N8VUV2	SC50
A0A6N8XHW6	SC50
A0A6N8ZKB4	SC50
A0A6N8ZTG0	SC50
A0A6N9FHS0	SC50
A0A7C5IWU4	SC50
A0A7C5SBN5	SC50
A0A7C7J7E6	SC50
A0A7C9GVT1	SC50
A0A7C9QVZ6	SC50
A0A7D3XAP7	SC50
A0A7G5LQG6	SC50
A0A7H1NS01	SC50
A0A7M2XAI5	SC50
A0A7T0R122	SC50
A0A7T7VTW2	SC50
A0A7T8A5Z0	SC50
A0A7U5CV17	SC50
A0A7U7AY53	SC50
A0A7V7BDS1	SC50
A0A7V7CUX9	SC50
A0A7V7E517	SC50
A0A7V7PR40	SC50
A0A7V8AJK3	SC50
A0A7V8ISK4	SC50
A0A7V8RFR3	SC50
A0A7V8YCA3	SC50
A0A7W0CYB9	SC50
A0A7W5S7R7	SC50
A0A7W6BXP7	SC50
A0A7W6EXB9	SC50
A0A7W6F2D8	SC50
A0A7W6IJ78	SC50
A0A7W6JQX6	SC50
A0A7W6S1F1	SC50
A0A7W7AZP3	SC50
A0A7W7EQV6	SC50
A0A7W7EWC5	SC50
A0A7W7K0N7	SC50
A0A7W7NWM4	SC50
A0A7W9AL00	SC50
A0A7W9AR85	SC50
A0A7W9B598	SC50
A0A7W9EU09	SC50
A0A7X0B3D0	SC50
A0A7X0DME3	SC50
A0A7X0GXR1	SC50
A0A7X1KDI2	SC50
A0A7X1KN65	SC50
A0A7X1KQ55	SC50
A0A7X2D4H4	SC50
A0A7X3FPY3	SC50
A0A7X3LSV1	SC50
A0A7X3PNR2	SC50
A0A7X4C0P7	SC50
A0A7X4D107	SC50
A0A7X4EPY6	SC50
A0A7X4GFJ1	SC50
A0A7X5UYR1	SC50
A0A7X5XXU2	SC50
A0A7X5Y686	SC50
A0A7X6B7X7	SC50
A0A7X8NW24	SC50
A0A7X8P8H2	SC50
A0A7Y0E2Q0	SC50
A0A7Y0G9D2	SC50
A0A7Y3JNH4	SC50
A0A7Y5CXD6	SC50
A0A7Y6B505	SC50
A0A7Y7QUT0	SC50
A0A7Y8MT15	SC50
A0A7Y9FNZ5	SC50
A0A7Y9N9Q9	SC50
A0A7Y9XX19	SC50
A0A7Z2S5U5	SC50
A0A7Z9K2T5	SC50
A0A7Z9KGL5	SC50
A0A7Z9M7H0	SC50
A0A838L2F0	SC50
A0A838MRE5	SC50
A0A838VBM4	SC50
A0A839SVN7	SC50
A0A839VRZ8	SC50
A0A840B023	SC50
A0A840FL71	SC50
A0A840HQX5	SC50
A0A840UPV5	SC50
A0A840Y8R7	SC50
A0A840YYK1	SC50
A0A841J280	SC50
A0A841KZY1	SC50
A0A842HY77	SC50
A0A843RPY5	SC50
A0A844XGZ9	SC50
A0A844XLJ1	SC50
A0A844XYY0	SC50
A0A844Y7E4	SC50
A0A844YFZ6	SC50
A0A844YLV2	SC50
A0A844YSM3	SC50
A0A844ZEX6	SC50
A0A844ZHW1	SC50
A0A844ZJN3	SC50
A0A844ZSU5	SC50
A0A845A615	SC50
A0A845ACQ3	SC50
A0A845AMA2	SC50
A0A845B5L8	SC50
A0A845CCX9	SC50
A0A845M8H8	SC50
