protid	LeidenCluster
A0A7T4C1X1	LC04
A0A7T4E725	LC38
A0A7T4KIM1	LC32
A0A7T4KP81	LC20
A0A7T4MT48	LC13
A0A7T4N2M1	LC29
A0A7T4QQT2	LC00
A0A7T4QZQ4	LC03
A0A7T4R4Z0	LC31
A0A7T4SSG5	LC07
A0A7T4SW84	LC31
A0A7T4UL67	LC32
A0A7T4WJL0	LC22
A0A7T4X1Y9	LC06
A0A7T4YJX4	LC00
A0A7T5E1S3	LC37
A0A7T5E5M7	LC37
A0A7T5EWN9	LC05
A0A7T5FCG1	LC04
A0A7T5QTC5	LC09
A0A7T6ARY6	LC00
A0A7T6VH13	LC29
A0A7T6YHT1	LC05
A0A7T7HIM8	LC15
A0A7T7KH64	LC32
A0A7T7KX35	LC01
A0A7T7MB58	LC00
A0A7T7Q9C3	LC12
A0A7T7R5A0	LC23
A0A7T7V0Y0	LC32
A0A7T7VTW2	LC10
A0A7T7WJH7	LC23
A0A7T8A5Z0	LC33
A0A7T8BCQ3	LC04
A0A7T8FJG8	LC19
A0A7T8JN81	LC14
A0A7T8LKV0	LC19
A0A7T8MVF5	LC25
A0A7T8NJ98	LC04
A0A7T8UUR0	LC06
A0A7T8V916	LC13
A0A7T9HGB2	LC18
A0A7T9RXN8	LC06
A0A7U0RMD1	LC09
A0A7U2ZTQ0	LC40
A0A7U3UV40	LC01
A0A7U3WBU7	LC18
A0A7U3XXD7	LC23
A0A7U3Y5X6	LC23
A0A7U3Y6V4	LC23
A0A7U3YMM6	LC00
A0A7U3ZAL1	LC09
A0A7U3ZQ14	LC36
A0A7U4DDC3	LC23
A0A7U4DXX7	LC09
A0A7U4F700	LC23
A0A7U4F7M8	LC23
A0A7U4FC34	LC00
A0A7U4FSR5	LC09
A0A7U4HIN7	LC04
A0A7U4INR0	LC15
A0A7U4JDV3	LC15
A0A7U4K217	LC40
A0A7U4NDY0	LC07
A0A7U4P4V3	LC29
A0A7U4QW90	LC11
A0A7U4RPT4	LC00
A0A7U4YYD4	LC20
A0A7U5A7F1	LC08
A0A7U5CV17	LC10
A0A7U5D3B1	LC18
A0A7U5I8M9	LC29
A0A7U5XY11	LC38
A0A7U5Z2V3	LC05
A0A7U6AD70	LC06
A0A7U6EMT9	LC13
A0A7U6IW82	LC09
A0A7U6KM52	LC17
A0A7U6LI70	LC04
A0A7U6QIE9	LC03
A0A7U6RA64	LC31
A0A7U6TGT1	LC11
A0A7U7AY53	LC10
A0A7U7EJ42	LC31
A0A7U7FNU7	LC09
A0A7U7G6K7	LC28
A0A7U7G7G2	LC02
A0A7U7HD96	LC08
A0A7U7I7D7	LC12
A0A7U7IYV0	LC09
A0A7U7J3C0	LC01
A0A7U7QAW6	LC02
A0A7U7W0L7	LC28
A0A7U8ANJ1	LC28
A0A7U8BGI1	LC28
A0A7U8C709	LC04
A0A7U8GJK5	LC28
A0A7U8IYG0	LC06
A0A7U8JB04	LC06
A0A7U8JJ49	LC06
A0A7U8K9B7	LC06
A0A7U8KF95	LC06
A0A7U8PCT8	LC06
A0A7U8PLI6	LC06
A0A7U8TTP1	LC00
A0A7U9A5M0	LC32
A0A7U9AUA6	LC19
A0A7U9CWD0	LC31
A0A7U9DJZ0	LC19
A0A7U9ECK2	LC32
A0A7U9HBY5	LC01
A0A7U9IIU4	LC09
A0A7U9IX48	LC19
A0A7U9KWA8	LC01
A0A7U9LAI7	LC12
A0A7U9MRE2	LC08
A0A7U9MY98	LC08
A0A7U9N793	LC03
A0A7U9NHN4	LC03
A0A7U9Q9X6	LC19
A0A7U9RHP8	LC02
A0A7U9RSQ2	LC27
A0A7U9RZH9	LC03
A0A7U9S691	LC03
A0A7U9SDD5	LC34
A0A7U9SIM9	LC05
A0A7U9SQH1	LC03
A0A7U9T349	LC02
A0A7V0J5A6	LC00
A0A7V0LRI8	LC00
A0A7V0NNX4	LC11
A0A7V0RI31	LC05
A0A7V0S2D5	LC00
A0A7V0TCK3	LC03
A0A7V0TNA7	LC03
A0A7V0VFZ9	LC17
A0A7V0ZMT5	LC03
A0A7V1BEI1	LC11
A0A7V1BMF1	LC12
A0A7V1BUZ6	LC00
A0A7V1D1D0	LC45
A0A7V1HW17	LC00
A0A7V1LG99	LC03
A0A7V1LLK2	LC03
A0A7V1RGU3	LC18
A0A7V1SAQ4	LC17
A0A7V1STF5	LC10
A0A7V1WY88	LC06
A0A7V1XH70	LC02
A0A7V2B1B3	LC01
A0A7V2BTG3	LC27
A0A7V2GZ55	LC17
A0A7V2HIK5	LC07
A0A7V2PJZ0	LC13
A0A7V2PTK4	LC00
A0A7V2RJT4	LC21
A0A7V2UFJ7	LC00
A0A7V2VFI7	LC13
A0A7V2WYW5	LC33
A0A7V2XUK5	LC14
A0A7V2Y6X0	LC00
A0A7V2YXB3	LC08
A0A7V2ZZS7	LC05
A0A7V3AB90	LC26
A0A7V3CCW7	LC25
A0A7V3D4B5	LC00
A0A7V3E7T9	LC36
A0A7V3H8S8	LC36
A0A7V3I029	LC46
A0A7V3J0K4	LC13
A0A7V3PKR9	LC17
A0A7V3SZ99	LC07
A0A7V3T7F1	LC02
A0A7V3TYP7	LC07
A0A7V3UFD9	LC00
A0A7V3X605	LC11
A0A7V3XC04	LC04
A0A7V4BM15	LC26
A0A7V4BTK5	LC00
A0A7V4GZ61	LC04
A0A7V4HGK5	LC00
A0A7V4IA49	LC08
A0A7V4KR27	LC14
A0A7V4M6J5	LC21
A0A7V4MG69	LC02
A0A7V4MQM4	LC04
A0A7V4N2L7	LC03
A0A7V4V020	LC33
A0A7V4XRN9	LC02
A0A7V4ZZG1	LC05
A0A7V5BEQ6	LC02
A0A7V5C1R5	LC00
A0A7V5DBF7	LC00
A0A7V5FP52	LC01
A0A7V5G1A7	LC00
A0A7V5LHY5	LC05
A0A7V5QAT7	LC05
A0A7V5RHE1	LC04
A0A7V5RPT8	LC03
A0A7V5UIK6	LC02
A0A7V5XDC4	LC05
A0A7V6FEF0	LC10
A0A7V6H4S3	LC25
A0A7V6HCE2	LC00
A0A7V6HE39	LC21
A0A7V6HMA8	LC25
A0A7V6IQ04	LC05
A0A7V6JXU7	LC04
A0A7V6LT55	LC02
A0A7V6QQC1	LC17
A0A7V6SI73	LC00
A0A7V6STE2	LC10
A0A7V6TKG3	LC03
A0A7V6U0B8	LC06
A0A7V6V3D4	LC17
A0A7V6W429	LC00
A0A7V6YUX7	LC17
A0A7V7BCE6	LC11
A0A7V7BDS1	LC07
A0A7V7BN31	LC08
A0A7V7C2R3	LC15
A0A7V7CUX9	LC00
A0A7V7E517	LC10
A0A7V7FNA7	LC21
A0A7V7FZD0	LC05
A0A7V7GPQ7	LC31
A0A7V7H2A8	LC17
A0A7V7HEX2	LC17
A0A7V7HUZ7	LC17
A0A7V7IE95	LC17
A0A7V7LBA8	LC17
A0A7V7MPS6	LC02
A0A7V7NQ64	LC40
A0A7V7PR40	LC07
A0A7V7QMJ4	LC04
A0A7V7RRL1	LC13
A0A7V7SA38	LC17
A0A7V7UF56	LC09
A0A7V7VKY6	LC25
A0A7V7WLG1	LC25
A0A7V7WST0	LC04
A0A7V7X5D1	LC03
A0A7V7XKT8	LC30
A0A7V7XN73	LC32
A0A7V7Z444	LC17
A0A7V7ZAA3	LC25
A0A7V7ZIN9	LC36
A0A7V8A4M8	LC10
A0A7V8A9E2	LC11
A0A7V8AG62	LC08
A0A7V8AJK3	LC10
A0A7V8AVZ1	LC06
A0A7V8B036	LC07
A0A7V8B3W8	LC06
A0A7V8BYC0	LC00
A0A7V8F6F1	LC31
A0A7V8F6M0	LC20
A0A7V8G7P5	LC30
A0A7V8HA86	LC15
A0A7V8ILD3	LC09
A0A7V8IQW7	LC11
A0A7V8ISK4	LC10
A0A7V8J9I2	LC12
A0A7V8JKH6	LC06
A0A7V8JST8	LC20
A0A7V8K820	LC07
A0A7V8KBP1	LC31
A0A7V8KQN3	LC13
A0A7V8L7S4	LC32
A0A7V8LGP6	LC13
A0A7V8NIW1	LC02
A0A7V8PKJ0	LC09
A0A7V8PU44	LC09
A0A7V8QED0	LC05
A0A7V8R673	LC15
A0A7V8RFR3	LC10
A0A7V8RKX4	LC12
A0A7V8RWK7	LC17
A0A7V8S3K9	LC12
A0A7V8SLJ6	LC09
A0A7V8TIX1	LC09
A0A7V8TP15	LC09
A0A7V8UXL8	LC18
A0A7V8V4G2	LC00
A0A7V8VGB1	LC17
A0A7V8W1S5	LC07
A0A7V8W7C4	LC13
A0A7V8WH54	LC25
A0A7V8WYD1	LC01
A0A7V8X8V4	LC13
A0A7V8XHC9	LC33
A0A7V8XJM1	LC06
A0A7V8Y849	LC01
A0A7V8YCA3	LC10
A0A7V8YMY5	LC26
A0A7V8Z199	LC14
A0A7V8ZB33	LC18
A0A7V8ZLL5	LC03
A0A7V8ZPR3	LC20
A0A7V9AER7	LC02
A0A7V9AEZ8	LC04
A0A7V9ARS2	LC01
A0A7V9AXF3	LC01
A0A7V9B991	LC00
A0A7V9BE06	LC06
A0A7V9BNE8	LC36
A0A7V9C250	LC00
A0A7V9C5D1	LC01
A0A7V9CBW3	LC01
A0A7V9CNZ6	LC11
A0A7V9D752	LC01
A0A7V9DCY7	LC14
A0A7V9DMI1	LC01
A0A7V9DRX1	LC25
A0A7V9DXG3	LC00
A0A7V9EQR3	LC04
A0A7V9FCZ7	LC20
A0A7V9FHV1	LC18
A0A7V9FMC5	LC06
A0A7V9FQU5	LC17
A0A7V9G156	LC00
A0A7V9G8M9	LC00
A0A7V9GB53	LC18
A0A7V9GMX5	LC02
A0A7V9GS20	LC01
A0A7V9H272	LC04
A0A7V9HAS2	LC26
A0A7V9HEE0	LC26
A0A7V9I8I3	LC05
A0A7V9IFQ4	LC06
A0A7V9IG03	LC06
A0A7V9IGM7	LC06
A0A7V9ISR2	LC25
A0A7V9IVE0	LC41
A0A7V9J1N4	LC26
A0A7V9JY70	LC22
A0A7V9K775	LC41
A0A7V9KH37	LC35
A0A7V9KJD4	LC02
A0A7V9KRQ4	LC14
A0A7V9KW12	LC41
A0A7V9L5D1	LC21
A0A7V9LQH1	LC01
A0A7V9LUZ0	LC25
A0A7V9M733	LC01
A0A7V9MEA0	LC01
A0A7V9MF44	LC01
A0A7V9MPS2	LC00
A0A7V9MRC2	LC04
A0A7V9N9S4	LC01
A0A7V9NRY6	LC01
A0A7V9P262	LC03
A0A7V9PCP9	LC00
A0A7V9PMG5	LC03
A0A7V9PTJ7	LC01
A0A7V9Q2J2	LC26
A0A7V9QBL7	LC18
A0A7V9R3I9	LC05
A0A7V9RHS7	LC03
A0A7V9RKF4	LC32
A0A7V9S8P2	LC02
A0A7V9SED9	LC13
A0A7V9T2K3	LC14
A0A7V9TAZ6	LC02
A0A7V9TJQ8	LC19
A0A7V9TSV8	LC01
A0A7V9U7R7	LC01
A0A7V9UHT3	LC02
A0A7V9UUR3	LC17
A0A7V9VIH8	LC00
A0A7V9VMX6	LC03
A0A7V9VR13	LC00
A0A7V9VVN2	LC00
A0A7V9ZNS3	LC18
A0A7V9ZWD9	LC25
A0A7W0A050	LC01
A0A7W0A1W8	LC37
A0A7W0ACQ1	LC14
A0A7W0AJ74	LC00
A0A7W0BVV6	LC18
A0A7W0BZJ3	LC14
A0A7W0C261	LC14
A0A7W0CQM0	LC01
A0A7W0CYB9	LC10
A0A7W0DFD0	LC03
A0A7W0FF16	LC00
A0A7W0FSE5	LC01
A0A7W0G0S2	LC18
A0A7W0GLB8	LC29
A0A7W0GWN5	LC00
A0A7W0GZI1	LC18
A0A7W0H7D5	LC01
A0A7W0HAR9	LC00
A0A7W0I9F5	LC01
A0A7W0JNS8	LC25
A0A7W0K133	LC01
A0A7W0KA02	LC21
A0A7W0KBV0	LC00
A0A7W0KJE5	LC25
A0A7W0KTB3	LC00
A0A7W0KW84	LC01
A0A7W0L1H4	LC02
A0A7W0LB19	LC25
A0A7W0LDY9	LC00
A0A7W0LN91	LC01
A0A7W0LUE8	LC25
A0A7W0MGI8	LC18
A0A7W0MH71	LC08
A0A7W0MUC3	LC26
A0A7W0N430	LC25
A0A7W0N4B4	LC25
A0A7W0N8W9	LC17
A0A7W0NAI1	LC00
A0A7W0NFS0	LC25
A0A7W0NQW2	LC00
A0A7W0Q6P6	LC21
A0A7W0QL35	LC25
A0A7W0RFM4	LC01
A0A7W0RMS0	LC07
A0A7W0RU52	LC06
A0A7W0SGM2	LC01
A0A7W0SNC1	LC02
A0A7W0SUP8	LC00
A0A7W0SW95	LC25
A0A7W0SXK4	LC25
A0A7W0SYG7	LC25
A0A7W0TKN0	LC25
A0A7W0TYI0	LC00
A0A7W0U6E3	LC25
A0A7W0UA08	LC01
A0A7W0UI96	LC01
A0A7W0US92	LC25
A0A7W0W3Z9	LC17
A0A7W0WIP9	LC04
A0A7W0WMW2	LC00
A0A7W0WNR8	LC18
A0A7W0WS86	LC21
A0A7W0XJE9	LC06
A0A7W0XVC4	LC00
A0A7W0Y9H3	LC21
A0A7W0YAV4	LC04
A0A7W0YH88	LC26
A0A7W0Z0E6	LC06
A0A7W0ZQ41	LC13
A0A7W1A3I8	LC21
A0A7W1APD8	LC32
A0A7W1B3C0	LC00
A0A7W1BIF1	LC18
A0A7W1BPG1	LC25
A0A7W1C2B7	LC00
A0A7W1CE15	LC00
A0A7W1CKY0	LC01
A0A7W1CW82	LC04
A0A7W1D4U5	LC01
A0A7W1D992	LC18
A0A7W1DVP2	LC00
A0A7W1DZG6	LC01
A0A7W1EFU3	LC05
A0A7W1EL58	LC18
A0A7W1EVM1	LC03
A0A7W1F2Z6	LC04
A0A7W1F8S3	LC06
A0A7W1FHD6	LC25
A0A7W1G275	LC00
A0A7W1G991	LC17
A0A7W1GMM5	LC06
A0A7W1GSD2	LC01
A0A7W1HM12	LC04
A0A7W1IAH2	LC17
A0A7W1JQF8	LC10
A0A7W1KLC8	LC20
A0A7W1L163	LC18
A0A7W1LBS1	LC17
A0A7W1LR14	LC01
A0A7W1LYE4	LC17
A0A7W1MN94	LC21
A0A7W1MT03	LC04
A0A7W1MZ89	LC11
A0A7W1N2C3	LC11
A0A7W1NG62	LC00
A0A7W1NTI3	LC00
A0A7W1NZI5	LC04
A0A7W1PH49	LC18
A0A7W1PMY0	LC00
A0A7W1RBK8	LC22
A0A7W1RH27	LC04
A0A7W1RL27	LC02
A0A7W1RYS5	LC00
A0A7W1SPI4	LC08
A0A7W1SST2	LC26
A0A7W1TFQ0	LC10
A0A7W1TQ99	LC11
A0A7W1U880	LC20
A0A7W1UAK9	LC00
A0A7W1UXN8	LC18
A0A7W1V6C0	LC01
A0A7W1VB31	LC17
A0A7W1X0M6	LC31
A0A7W1XWL7	LC04
A0A7W1Y9R9	LC00
A0A7W1YUK0	LC01
A0A7W1ZTG1	LC02
A0A7W2A706	LC28
A0A7W2B7L4	LC30
A0A7W2BGA2	LC15
A0A7W2BJT7	LC06
A0A7W2BU36	LC33
A0A7W2C396	LC15
A0A7W2D6K0	LC01
A0A7W2DZR4	LC01
A0A7W2E2Y7	LC09
A0A7W2EFP4	LC30
A0A7W2ENZ4	LC30
A0A7W2F879	LC30
A0A7W2FQE2	LC09
A0A7W2G4C0	LC33
A0A7W2GGX2	LC07
A0A7W2IY79	LC27
A0A7W2JLZ2	LC31
A0A7W2KX72	LC31
A0A7W2LS49	LC31
A0A7W2M420	LC04
A0A7W2M4L5	LC07
A0A7W2MWA3	LC18
A0A7W2P1Q7	LC18
A0A7W2S049	LC00
A0A7W2TV32	LC03
A0A7W2UQZ6	LC01
A0A7W2VLB7	LC19
A0A7W2X587	LC40
A0A7W2X854	LC40
A0A7W2Z7S6	LC09
A0A7W3B9I5	LC09
A0A7W3DWD0	LC19
A0A7W3IHL6	LC06
A0A7W3IMV8	LC04
A0A7W3IW01	LC44
A0A7W3IW75	LC01
A0A7W3JMR0	LC24
A0A7W3JRS3	LC18
A0A7W3LL08	LC01
A0A7W3MV33	LC01
A0A7W3NAS9	LC19
A0A7W3NPV3	LC01
A0A7W3PGL9	LC00
A0A7W3PJG2	LC22
A0A7W3Q4Y2	LC42
A0A7W3QWQ5	LC01
A0A7W3SVH2	LC05
A0A7W3T360	LC01
A0A7W3TGI5	LC41
A0A7W3TTV5	LC00
A0A7W3UHQ2	LC08
A0A7W3UMP4	LC08
A0A7W3V2A0	LC06
A0A7W3V550	LC08
A0A7W3VIE5	LC00
A0A7W3VMM9	LC00
A0A7W3Y632	LC25
A0A7W3YCI4	LC08
A0A7W3YEQ8	LC25
A0A7W3ZBS7	LC24
A0A7W3ZGV9	LC15
A0A7W4A8J9	LC45
A0A7W4B6X4	LC45
A0A7W4CDG9	LC09
A0A7W4CLG1	LC28
A0A7W4CQN0	LC44
A0A7W4CY43	LC44
A0A7W4D985	LC31
A0A7W4F8W0	LC09
A0A7W4FEG8	LC02
A0A7W4G9Y0	LC45
A0A7W4GZE8	LC44
A0A7W4IEQ0	LC02
A0A7W4IMM5	LC02
A0A7W4J1C2	LC02
A0A7W4J4P3	LC02
A0A7W4JDF7	LC02
A0A7W4JRZ6	LC02
A0A7W4K1J2	LC02
A0A7W4KCS7	LC02
A0A7W4KK47	LC19
A0A7W4NXP6	LC02
A0A7W4PPF7	LC02
A0A7W4Q940	LC31
A0A7W4TK92	LC00
A0A7W4U3X4	LC32
A0A7W4UR19	LC24
A0A7W4V1C4	LC24
A0A7W4VGW9	LC20
A0A7W4VNT4	LC21
A0A7W4VUZ7	LC01
A0A7W4W3M6	LC03
A0A7W4XPJ4	LC12
A0A7W4Y012	LC15
A0A7W4YAS5	LC00
A0A7W4YL75	LC18
A0A7W4ZZ86	LC01
A0A7W5AA70	LC01
A0A7W5AT09	LC03
A0A7W5B8A0	LC30
A0A7W5BZN2	LC05
A0A7W5DJ09	LC05
A0A7W5FC98	LC24
A0A7W5G8B5	LC03
A0A7W5GGC5	LC24
A0A7W5GS19	LC30
A0A7W5H3D0	LC08
A0A7W5HG03	LC31
A0A7W5HIN0	LC05
A0A7W5HJ76	LC20
A0A7W5HTC1	LC12
A0A7W5ID46	LC29
A0A7W5J234	LC25
A0A7W5JSB4	LC44
A0A7W5K285	LC05
A0A7W5KWM1	LC15
A0A7W5L7Y1	LC15
A0A7W5LVL6	LC15
A0A7W5MSW8	LC28
A0A7W5PD74	LC21
A0A7W5Q120	LC15
A0A7W5QM01	LC21
A0A7W5S7R7	LC10
A0A7W5VQN0	LC15
A0A7W5WZB8	LC15
A0A7W5XK32	LC15
A0A7W5XPE4	LC15
A0A7W5Y9Y2	LC15
A0A7W5YDF8	LC01
A0A7W5Z168	LC21
A0A7W5ZMK9	LC08
A0A7W6A6G1	LC02
A0A7W6ADV6	LC21
A0A7W6BI78	LC33
A0A7W6BXP7	LC10
A0A7W6CBK2	LC15
A0A7W6CFV2	LC21
A0A7W6CPR3	LC15
A0A7W6CWF1	LC06
A0A7W6E2F6	LC11
A0A7W6EEI3	LC06
A0A7W6EXB9	LC10
A0A7W6F2D8	LC10
A0A7W6FMK7	LC15
A0A7W6FUL8	LC06
A0A7W6GK78	LC15
A0A7W6GNB6	LC33
A0A7W6GSJ7	LC11
A0A7W6H9M8	LC06
A0A7W6HZ29	LC00
A0A7W6IDR7	LC21
A0A7W6IJ78	LC07
A0A7W6JDX4	LC02
A0A7W6JQX6	LC10
A0A7W6K233	LC15
A0A7W6K779	LC00
A0A7W6KAD9	LC02
A0A7W6KHP3	LC15
A0A7W6L1N9	LC07
A0A7W6LFX8	LC15
A0A7W6LQ93	LC33
A0A7W6M8L5	LC11
A0A7W6NLK2	LC15
A0A7W6Q889	LC15
A0A7W6S1F1	LC10
A0A7W6SF81	LC42
A0A7W6TLC8	LC42
A0A7W6UN52	LC15
A0A7W6V8Q3	LC15
A0A7W6W7X2	LC15
A0A7W6W8X7	LC11
A0A7W6WD83	LC15
A0A7W6X5R7	LC42
A0A7W6XNT9	LC15
A0A7W6ZH23	LC15
A0A7W6ZWW5	LC15
A0A7W7ADR8	LC10
A0A7W7AZP3	LC10
A0A7W7BS32	LC24
A0A7W7CJ60	LC24
A0A7W7CYY9	LC24
A0A7W7DQ99	LC01
A0A7W7E4E0	LC29
A0A7W7EQV6	LC10
A0A7W7EWC5	LC10
A0A7W7F150	LC14
A0A7W7G9P0	LC01
A0A7W7GRR8	LC24
A0A7W7HTF2	LC24
A0A7W7IN65	LC02
A0A7W7IWU3	LC00
A0A7W7IY47	LC07
A0A7W7K0N7	LC10
A0A7W7KH44	LC12
A0A7W7KUX4	LC07
A0A7W7LKN9	LC01
A0A7W7M1S1	LC01
A0A7W7ME09	LC24
A0A7W7MVS0	LC01
A0A7W7NWM4	LC10
A0A7W7PHB4	LC01
A0A7W7QQG0	LC01
A0A7W7R3G8	LC01
A0A7W7RCJ8	LC01
A0A7W7RT07	LC01
A0A7W7SCL1	LC01
A0A7W7SPY4	LC08
A0A7W7VFM2	LC24
A0A7W7WUW3	LC24
A0A7W7XG91	LC01
A0A7W7Y1D8	LC07
A0A7W7Y9F3	LC04
A0A7W7YYN0	LC15
A0A7W7ZCW2	LC05
A0A7W7ZTE1	LC38
A0A7W8A743	LC01
A0A7W8BUW3	LC01
A0A7W8C5A5	LC04
A0A7W8CI98	LC22
A0A7W8CWB2	LC00
A0A7W8D333	LC02
A0A7W8DG19	LC08
A0A7W8DR61	LC04
A0A7W8DY51	LC21
A0A7W8ERQ3	LC42
A0A7W8F1F6	LC01
A0A7W8FWH7	LC18
A0A7W8FYN5	LC26
A0A7W8H7M0	LC34
A0A7W8HY76	LC02
A0A7W8IIR3	LC00
A0A7W8INS0	LC18
A0A7W8JM42	LC31
A0A7W8KJF6	LC00
A0A7W8KM80	LC20
A0A7W8KTF7	LC06
A0A7W8KUG3	LC28
A0A7W8L973	LC29
A0A7W8LQP2	LC00
A0A7W8M5C9	LC05
A0A7W8M9P9	LC04
A0A7W8MAE6	LC15
A0A7W8MKW9	LC00
A0A7W8N2F1	LC00
A0A7W8N539	LC18
A0A7W8NAG1	LC20
A0A7W8NEH4	LC00
A0A7W8NLL0	LC07
A0A7W8PD91	LC29
A0A7W8QQH6	LC01
A0A7W8QVS1	LC10
A0A7W8RM79	LC29
A0A7W8T1L7	LC29
A0A7W8UFH0	LC15
A0A7W8UN52	LC15
A0A7W8VI15	LC07
A0A7W8W640	LC29
A0A7W8WFL3	LC29
A0A7W8X0R8	LC13
A0A7W8XMF2	LC15
A0A7W8Y0E5	LC15
A0A7W8YM32	LC07
A0A7W8YNV1	LC02
A0A7W8YUF4	LC00
A0A7W8Z4F5	LC01
A0A7W8ZIK4	LC02
A0A7W9A1K0	LC02
A0A7W9AL00	LC10
A0A7W9AR85	LC10
A0A7W9B598	LC10
A0A7W9BR19	LC03
A0A7W9C3E5	LC02
A0A7W9DAN9	LC13
A0A7W9E179	LC00
A0A7W9E9R0	LC07
A0A7W9EM79	LC06
A0A7W9EU09	LC10
A0A7W9EWN1	LC33
A0A7W9FAE4	LC24
A0A7W9FE69	LC02
A0A7W9FJF3	LC06
A0A7W9GQ08	LC01
A0A7W9JY50	LC25
A0A7W9KK24	LC24
A0A7W9L574	LC02
A0A7W9L8T4	LC01
A0A7W9LTS8	LC01
A0A7W9M2X0	LC24
A0A7W9MI21	LC01
A0A7W9MYF4	LC41
A0A7W9N530	LC07
A0A7W9PUS1	LC26
A0A7W9Q6B5	LC01
A0A7W9QJD8	LC25
A0A7W9S4I4	LC15
A0A7W9SI18	LC34
A0A7W9SND2	LC25
A0A7W9SZ02	LC19
A0A7W9TBL8	LC01
A0A7W9UG39	LC46
A0A7W9WB15	LC00
A0A7W9WQH5	LC38
A0A7W9WR51	LC29
A0A7W9X6H0	LC06
A0A7W9XCU9	LC33
A0A7W9XJS5	LC06
A0A7W9Y4W1	LC15
A0A7W9YPK1	LC18
A0A7W9Z4Q6	LC20
A0A7W9Z8H9	LC31
A0A7W9ZQR0	LC15
A0A7X0A9W7	LC06
A0A7X0AEI7	LC20
A0A7X0AJW2	LC31
A0A7X0APB9	LC20
A0A7X0ASQ3	LC31
A0A7X0B3D0	LC10
A0A7X0BUL0	LC12
A0A7X0BYC6	LC01
A0A7X0CDI9	LC04
A0A7X0CNQ6	LC10
A0A7X0D7E4	LC01
A0A7X0DBR4	LC15
A0A7X0DME3	LC10
A0A7X0E290	LC10
A0A7X0F4X9	LC42
A0A7X0FIJ0	LC25
A0A7X0FRX3	LC24
A0A7X0G436	LC01
A0A7X0GAV9	LC13
A0A7X0GXR1	LC10
A0A7X0H884	LC00
A0A7X0IJK6	LC01
A0A7X0ILR2	LC15
A0A7X0IZH1	LC00
A0A7X0JAL9	LC21
A0A7X0JR85	LC03
A0A7X0L8M8	LC01
A0A7X0LPA8	LC01
A0A7X0LUK3	LC14
A0A7X0MLV6	LC02
A0A7X0MME6	LC11
A0A7X0MS29	LC15
A0A7X0NM42	LC01
A0A7X0PI67	LC05
A0A7X0QFH1	LC32
A0A7X0QP40	LC25
A0A7X0QYQ5	LC03
A0A7X0R286	LC03
A0A7X0RHN3	LC01
A0A7X0RRE2	LC36
A0A7X0SMF5	LC14
A0A7X1AXY0	LC26
A0A7X1DZU6	LC12
A0A7X1EIE6	LC19
A0A7X1G6P0	LC12
A0A7X1GDW5	LC12
A0A7X1HCH6	LC15
A0A7X1IF00	LC01
A0A7X1J4N1	LC01
A0A7X1KDI2	LC07
A0A7X1KEC4	LC31
A0A7X1KN65	LC10
A0A7X1KQ55	LC07
A0A7X1LQ96	LC01
A0A7X1LVI6	LC05
A0A7X1M3X1	LC06
A0A7X1N7Z3	LC29
A0A7X1NN19	LC13
A0A7X1NWS8	LC00
A0A7X1P848	LC18
A0A7X1SNZ0	LC14
A0A7X1U2M2	LC12
A0A7X1WN00	LC31
A0A7X1Z771	LC21
A0A7X2AIY0	LC17
A0A7X2D4H4	LC10
A0A7X2DR03	LC17
A0A7X2EHU5	LC17
A0A7X2GY91	LC05
A0A7X2I9L1	LC05
A0A7X2JG52	LC34
A0A7X2KFD7	LC33
A0A7X2KJT9	LC08
A0A7X2L3N5	LC04
A0A7X2LBP0	LC32
A0A7X2LIL0	LC30
A0A7X2LU20	LC30
A0A7X2M075	LC17
A0A7X2M8Q9	LC48
A0A7X2NGJ4	LC00
A0A7X2NL42	LC17
A0A7X2NS75	LC24
A0A7X2NVY2	LC28
A0A7X2P4N1	LC25
A0A7X2P6S1	LC03
A0A7X2PEW7	LC24
A0A7X2RNT0	LC12
A0A7X2S479	LC05
A0A7X2XY44	LC06
A0A7X2ZF15	LC03
A0A7X2ZJD8	LC18
A0A7X2ZVD5	LC27
A0A7X3D3N1	LC11
A0A7X3D879	LC03
A0A7X3DHP5	LC01
A0A7X3DJC4	LC10
A0A7X3FPY3	LC07
A0A7X3G4B5	LC05
A0A7X3GHJ5	LC03
A0A7X3HXM6	LC31
A0A7X3KQP0	LC03
A0A7X3L0X5	LC32
A0A7X3L9L1	LC21
A0A7X3LSV1	LC07
A0A7X3LYS7	LC19
A0A7X3M9D1	LC09
A0A7X3MBD4	LC40
A0A7X3PGE0	LC26
A0A7X3PMM6	LC11
A0A7X3PNR2	LC10
A0A7X3PWE5	LC00
A0A7X3R896	LC05
A0A7X3RU40	LC11
A0A7X3SIV3	LC05
A0A7X3SQE3	LC21
A0A7X3UMU1	LC07
A0A7X3UNT7	LC11
A0A7X3UW18	LC00
A0A7X3V4X8	LC00
A0A7X3W7N6	LC05
A0A7X3X189	LC00
A0A7X3YQH0	LC00
A0A7X3YYJ7	LC06
A0A7X3Z5B8	LC07
A0A7X3Z6M2	LC00
A0A7X3ZPK3	LC26
A0A7X3ZTK9	LC11
A0A7X4BJW7	LC00
A0A7X4BL02	LC13
A0A7X4BX15	LC13
A0A7X4C0P7	LC10
A0A7X4C3S2	LC26
A0A7X4CL53	LC30
