protid	UMAP1	UMAP2
A0A7Y9H190	7.661702	7.975297
A0A7Y9HLV6	2.4210315	12.78147
A0A7Y9HXZ1	12.064967	1.8697094
A0A7Y9IB02	-10.728295	13.011746
A0A7Y9IZM2	-0.3766239	14.837493
A0A7Y9J5W6	1.6187311	2.8274848
A0A7Y9JYD3	2.0950975	1.4777412
A0A7Y9KJ80	-10.809794	6.86395
A0A7Y9KYP7	-11.934744	-4.0520287
A0A7Y9LTJ4	-5.764845	-1.7362897
A0A7Y9MCI8	-9.072507	6.9782267
A0A7Y9MKM9	-10.674096	6.788649
A0A7Y9MV36	2.993082	6.700033
A0A7Y9MYF5	-10.610651	6.649903
A0A7Y9N9Q9	7.0382614	-7.9227633
A0A7Y9NI58	13.197625	-0.9152893
A0A7Y9NLG4	3.0002503	5.9990797
A0A7Y9PHR2	4.208071	4.915796
A0A7Y9QYB3	-2.3813806	9.7760515
A0A7Y9RSQ8	-11.184826	-6.2926474
A0A7Y9S2B3	-12.213346	-4.447734
A0A7Y9UDI1	16.445553	5.981465
A0A7Y9VVA9	3.510327	24.124537
A0A7Y9X552	-2.59862	20.1745
A0A7Y9XFA4	10.866196	2.3261971
A0A7Y9XS63	1.4742	19.725302
A0A7Y9XX19	7.1161933	-8.201745
A0A7Y9YJN7	-13.066781	-2.6530066
A0A7Y9Z3E1	14.840598	8.4768715
A0A7Y9Z7M6	1.6613351	1.9472414
A0A7Y9ZHL0	-11.2791395	-7.2338996
A0A7Z0B9B3	-9.398221	16.822065
A0A7Z0D0Y2	2.7184753	2.2636309
A0A7Z0D9N5	-10.820025	12.926083
A0A7Z0DQ77	-13.3413515	-2.864172
A0A7Z0ELI8	10.855511	2.2950585
A0A7Z0H8M4	-0.72829694	4.2256904
A0A7Z0HWV0	6.147809	2.7105417
A0A7Z0HYG9	13.877832	7.214721
A0A7Z0I318	-7.3132257	-7.6809926
A0A7Z0IWS9	18.244488	3.3942368
A0A7Z0J860	0.09152039	5.8759446
A0A7Z0MJD8	0.6124308	14.682382
A0A7Z0MZX0	0.5494877	14.651475
A0A7Z0NBF7	4.4253507	16.122126
A0A7Z0NP85	-2.205201	19.946323
A0A7Z0P2Y2	4.111498	23.943865
A0A7Z0PVG6	-13.183885	-2.4062288
A0A7Z0QQT7	2.4112935	6.793205
A0A7Z0RDR2	19.586723	4.0986595
A0A7Z0RTY4	4.713963	15.765337
A0A7Z0RZ35	4.5761127	16.35159
A0A7Z0S886	0.7286953	14.604554
A0A7Z0SG22	0.94340193	14.508885
A0A7Z0SS05	5.4540825	4.349053
A0A7Z0SZE7	13.524304	-1.2139559
A0A7Z0V075	-5.64893	8.755773
A0A7Z0VK02	1.2071569	-2.8690717
A0A7Z0WIX3	-4.2896123	1.9977571
A0A7Z1AIG5	1.3680979	1.6010052
A0A7Z1BQV8	-13.505332	5.6330824
A0A7Z1DX21	-13.867146	11.722435
A0A7Z1FQU0	3.325066	-12.406321
A0A7Z1GMX1	1.3960689	19.82193
A0A7Z1HGW9	0.33321124	-9.297493
A0A7Z1LL37	13.603229	-1.2801397
A0A7Z1MKC1	4.539348	11.1946125
A0A7Z1R4S8	-2.0262024	0.60584015
A0A7Z1TXG7	-12.024433	-4.8115096
A0A7Z1WHU4	-17.375433	2.0596485
A0A7Z1X3N7	3.1399932	10.810076
A0A7Z2B1Q8	-6.9755216	-7.902464
A0A7Z2BJC9	-18.593803	0.5661408
A0A7Z2FSJ0	-1.9590856	-7.9586325
A0A7Z2GI37	-11.1139555	16.41861
A0A7Z2J8D6	-11.103613	17.36727
A0A7Z2KYT7	3.883964	24.002918
A0A7Z2LH81	3.1733363	23.559277
A0A7Z2Q2Q2	11.336307	5.7119102
A0A7Z2RFH9	1.9858952	23.054369
A0A7Z2S5U5	7.3055825	-4.5694594
A0A7Z2SHT6	10.8594	1.2746942
A0A7Z2W1N2	-1.3196539	-6.7395062
A0A7Z2XJP5	3.7498183	22.58279
A0A7Z2Y3K2	0.35186908	21.422615
A0A7Z2Y9H0	3.3546848	16.938667
A0A7Z2YD26	-0.36317277	-9.000633
A0A7Z2YJ00	4.370624	22.839548
A0A7Z2ZEA5	0.40559903	22.183443
A0A7Z2ZIV2	-4.9973125	7.060971
A0A7Z2ZLL2	-2.2104537	0.7170642
A0A7Z3AMI8	2.059525	24.203217
A0A7Z3C9V8	0.14379205	22.214954
A0A7Z3CKL5	2.6322958	18.870317
A0A7Z3GNC2	1.7022837	23.278385
A0A7Z3HCC0	-11.560825	10.158974
A0A7Z3YIT6	-11.344286	9.921069
A0A7Z6KXH8	-4.9608645	1.3133206
A0A7Z6R0I7	13.885568	8.141845
A0A7Z6STL5	2.4421802	-11.0778885
A0A7Z6TAC8	-12.759141	-0.21114908
A0A7Z6TPL6	-12.884414	-0.4317497
A0A7Z6U6K8	4.06343	23.872742
A0A7Z6UIQ5	4.1581464	23.963253
A0A7Z6UP66	3.4412289	24.329958
A0A7Z6VX06	-10.299193	16.277304
A0A7Z6W6B1	1.3673598	23.825502
A0A7Z6ZVH6	-1.3002788	-8.445737
A0A7Z7AUE6	4.026251	11.701975
A0A7Z7B0F4	-10.5765295	16.21814
A0A7Z7BYS8	-0.09093973	6.0631857
A0A7Z7CIN2	1.4654402	12.995092
A0A7Z7CXJ6	-10.82129	6.592699
A0A7Z7D6F7	-6.3424535	8.446506
A0A7Z7EM80	-5.067835	7.2106557
A0A7Z7H218	-10.767047	16.373983
A0A7Z7I894	-11.10788	17.248405
A0A7Z7IKS5	1.6975602	2.577787
A0A7Z7J1W6	-5.52724	6.7918243
A0A7Z7JBW1	5.887536	10.679187
A0A7Z7LPG1	18.00294	3.4517627
A0A7Z7N015	4.5838237	15.887481
A0A7Z7NKZ8	-2.123821	17.333897
A0A7Z7PM76	9.676134	-1.563737
A0A7Z7QEQ7	11.78355	1.5175265
A0A7Z7QNV7	12.341506	1.0203953
A0A7Z7WF96	-0.57801497	14.653613
A0A7Z8E2U6	13.020429	1.2432992
A0A7Z8EYZ8	-9.513465	16.387169
A0A7Z8JTH3	1.8220975	23.736576
A0A7Z8JZ71	2.238816	2.042568
A0A7Z8P215	4.0112047	11.647434
A0A7Z8P9I3	4.578815	1.5545472
A0A7Z8PAK3	5.585505	1.3226289
A0A7Z8QES0	-5.996398	11.402875
A0A7Z8QQW6	-5.992672	11.367143
A0A7Z8R617	-5.9798746	11.37687
A0A7Z8RDG4	10.512036	9.42377
A0A7Z8S532	-2.7369177	-1.2961947
A0A7Z8S6U4	-1.1298654	-1.6363245
A0A7Z8VLP4	-6.1288877	11.349032
A0A7Z8VRX5	-6.064619	11.484925
A0A7Z8W2B2	-1.953314	-0.73436534
A0A7Z8Y3W2	1.4478117	-5.817513
A0A7Z8Y7R3	1.3220321	1.7042722
A0A7Z8YBC2	4.4951363	10.893483
A0A7Z9A6M4	-6.427123	-2.2326994
A0A7Z9B314	-7.050739	-7.694352
A0A7Z9CGJ3	3.1231322	10.800859
A0A7Z9CQF6	-7.408095	-8.203863
A0A7Z9E340	3.5916111	-1.2699751
A0A7Z9E4F9	3.5807784	-1.2034742
A0A7Z9EXV1	-0.92107636	3.8451996
A0A7Z9H5L4	1.0100194	16.073267
A0A7Z9HQR4	-6.299546	10.798682
A0A7Z9IDH8	-2.2563567	12.00992
A0A7Z9K2T5	6.81786	-6.7202187
A0A7Z9KGL5	7.6436043	-6.81839
A0A7Z9M7H0	6.2472672	-7.7457776
A0A7Z9Y0F1	-5.91903	8.646204
A0A800BX24	3.8956726	10.502253
A0A800CA47	-4.9007564	-1.6150017
A0A800DKM1	-12.082331	-1.4074793
A0A800ERQ7	-2.9134493	9.996594
A0A800IQC3	3.2811441	1.3211284
A0A800JY98	-4.8161225	10.027765
A0A800MDA7	-2.637031	12.167519
A0A800ME16	-2.1899526	17.112427
A0A800MNK6	-6.10483	10.488012
A0A806F0L8	-3.2188804	6.494495
A0A806FL25	-8.7581835	-3.1957326
A0A806HV39	-2.7433562	-1.5620342
A0A806ICP3	10.89865	1.3395281
A0A806IGH0	4.605375	1.6171061
A0A806IR78	10.9535	1.2426744
A0A806JYA3	1.0404271	3.1219127
A0A806LGS0	-2.7115319	6.1409316
A0A806LNL1	1.2240143	6.3674173
A0A806M611	2.2357955	2.2339299
A0A806P9P4	3.3683674	15.107157
A0A806T162	4.583079	1.6794006
A0A806TXY8	2.4697502	3.8535705
A0A806US21	-11.177283	16.90286
A0A806VAW0	-10.859489	12.918605
A0A806XG15	-7.1089706	-7.237249
A0A806Z6A0	-7.3287096	-7.6562533
A0A807AIL6	19.713411	7.0314746
A0A807CET2	19.622114	5.0082283
A0A807DZE5	-0.21816866	14.940769
A0A807EK23	-10.620244	16.35987
A0A807EWB0	-10.902373	17.241642
A0A807LDF9	-7.19624	-7.1812267
A0A807Q6Z9	-5.9701586	11.520242
A0A807R1V5	-2.8649719	6.214232
A0A807YI18	3.5208657	10.430391
A0A807ZDY8	-11.464239	10.046648
A0A808FH04	-5.0706787	7.1911693
A0A808FV52	-17.947044	0.27940577
A0A808II71	-7.479608	-7.855264
A0A808WDR0	-10.477554	16.839289
A0A808Y5E1	-2.1515238	-7.7277093
A0A809E728	7.4185543	11.633686
A0A809GZN5	-5.482518	-1.3793162
A0A809KCB8	12.022006	-0.17865916
A0A809MNQ5	-0.7098723	14.81643
A0A809N623	5.6129084	-0.40959027
A0A809PR95	2.575688	12.026288
A0A809RKD1	-0.44445756	17.184254
A0A809S0N3	-4.7329707	-9.37145
A0A810DYA2	1.4394683	12.923282
A0A810LA39	-8.119211	7.5331006
A0A810N641	-2.9716008	14.241878
A0A810NKV9	11.842905	12.103798
A0A810QE59	10.93564	2.092234
A0A811G705	-17.612726	1.8625613
A0A811GC28	-17.388828	0.26179567
A0A811GFZ4	-17.136997	1.9803278
A0A811GSZ1	-0.16905187	14.758581
A0A811SWE2	-3.6585424	-8.470334
A0A811VQZ7	-13.70032	5.885377
A0A811ZYY1	7.069275	5.5108614
A0A812FKN5	-4.8847947	-7.509191
A0A812GMG6	-4.452359	-6.9190516
A0A822LAK2	-8.267067	0.76140094
A0A822LIG5	3.3888888	7.6849627
A0A822LRL5	-1.3484812	-4.3815417
A0A822LTF9	0.04945051	7.7629914
A0A822MV98	-3.0738964	-8.027202
A0A822PGX6	-13.978511	5.9562416
A0A822TJZ4	-13.069995	5.710513
A0A822V4K9	19.327574	6.285399
A0A822X351	-7.066232	-7.0922647
A0A823T5H2	6.0986843	-1.9347361
A0A824NJT0	6.591997	-2.0122695
A0A824YGU9	6.0440865	-1.849412
A0A825A297	5.994166	-2.5943618
A0A825C2Q6	6.7718663	-3.0024009
A0A825L8M4	6.192158	-1.9166013
A0A825SEY3	5.9109826	-1.223837
A0A826DQC3	6.5172963	-3.2006378
A0A826H080	-2.9064066	-1.001385
A0A826HMF0	-2.9336786	6.2884483
A0A826L452	-14.252589	5.6128926
A0A826X3F9	-12.708923	5.3314443
A0A828GF50	-13.673143	5.767249
A0A828LVC5	-13.894445	5.9057393
A0A828QUB4	6.5377364	-2.5649545
A0A828RFR6	4.1528506	2.1374824
A0A828RK42	-3.2283614	16.269169
A0A828RQ27	9.586344	-1.911489
A0A828SEI6	-10.733012	12.96234
A0A828SWL4	-18.125563	1.5477105
A0A828SXB6	-17.180323	-0.10577151
A0A828SY43	0.40345827	-1.7667092
A0A828U2Y4	-13.91041	4.0261917
A0A828ULY8	-10.628492	13.002987
A0A828VKB9	-2.8994708	-4.0735674
A0A828VZM3	5.036532	2.4720755
A0A828X0Q9	-2.5061357	-0.876536
A0A828Y6C9	-4.6311088	12.473048
A0A828YMD6	-4.987613	7.3004093
A0A828YWE2	-3.9088209	11.547445
A0A829BPN5	-4.1327806	12.005309
A0A829C1E4	1.05175	3.1533706
A0A829CUH6	-14.356727	5.380559
A0A829G3L7	-14.473149	5.6433372
A0A829G7I8	-2.842956	6.2215157
A0A829GMZ7	-3.3211036	6.59707
A0A829H0D2	-3.1716588	6.3714366
A0A829H8Z4	-3.1908453	6.452701
A0A829HKM7	-18.601912	0.6588816
A0A829HSD5	-5.6467047	-1.2587627
A0A829J2C6	-14.782224	5.425017
A0A829JY62	-18.508186	0.6002022
A0A829K9C0	-18.424627	1.7203697
A0A829KJ82	3.8269732	12.459812
A0A829LDZ4	-14.482497	5.733401
A0A829LT41	12.567321	1.1304941
A0A829LZD9	4.6317844	1.5181391
A0A829MKW1	-5.3574862	-1.3152833
A0A829N0K7	18.412436	3.3369455
A0A829NQ25	-1.3922558	13.294836
A0A829NRV1	-9.075287	9.730577
A0A829P067	6.8502994	-0.6160032
A0A829QB09	-5.5035434	-1.3151919
A0A829QGM6	-5.5215516	-1.2748706
A0A829RFS7	-17.156214	1.8855482
A0A829RHG8	-18.322927	1.6862358
A0A829RN37	-18.570034	0.79997545
A0A829RN94	-18.14971	0.22333413
A0A829RSI1	-18.367016	1.6487873
A0A829S236	-16.217117	0.38873994
A0A829S9S1	8.399441	6.0436196
A0A829SF54	2.082485	10.640894
A0A829SU67	8.251377	6.009083
A0A829SUW4	2.0064652	10.599921
A0A829TE91	2.2804236	3.6653347
A0A829TU80	-3.1299224	6.402589
A0A829WGU2	-0.30072212	0.09084897
A0A829WWK6	-3.428111	4.789137
A0A829YL55	-5.8365655	10.141044
A0A829YXM4	16.59903	4.8074884
A0A829ZEM9	4.5087943	2.6562603
A0A829ZKH5	4.8250027	2.8868845
A0A830E1H5	2.6033545	2.0396376
A0A830E715	3.392018	4.5389085
A0A830EMZ5	3.1298208	12.7787075
A0A830F8M3	2.28559	8.013942
A0A830FX18	13.13194	-0.81401867
A0A830GD96	-8.598679	6.6240306
A0A830GLS7	3.0074685	2.9940262
A0A831A4W7	-6.5700455	-9.074328
A0A831IZ34	0.007906525	7.6756406
A0A831J210	9.77095	3.948616
A0A831J817	2.588256	9.148945
A0A831KVE0	4.0759954	13.754567
A0A831LV86	13.328881	-0.94997406
A0A831NBN1	0.1232806	7.816071
A0A831NE84	9.732922	3.9533973
A0A831QUU8	-1.551048	-6.145345
A0A831QUW3	4.0768857	9.022996
A0A831SLD6	-3.4177659	8.628761
A0A831TAC8	-2.379598	11.903168
A0A831TFQ9	3.6579707	14.9560175
A0A831UH50	7.373585	8.3018055
A0A831USM8	-4.9162407	9.01825
A0A831VXF4	-14.278046	12.598704
A0A831YGL4	4.3285913	13.121717
A0A832AKE8	-2.5357232	6.367661
A0A832B3U3	-2.8540058	-3.7496498
A0A832DIW7	6.7483454	5.2224283
A0A832GEE9	1.2479067	-3.4047184
A0A832GU98	2.0431876	7.2230735
A0A832HEK3	-12.133597	0.55088633
A0A832HP66	-0.5083722	10.170032
A0A832HV38	1.2279742	-4.144272
A0A832LB73	-1.1398562	0.9627519
A0A832M6K3	0.6466741	-4.3884773
A0A832PPL1	7.493447	-0.8506423
A0A832R3A7	-1.1776811	9.193324
A0A832TPR2	4.098896	5.1018763
A0A832UAM6	0.21896854	10.196202
A0A832UD69	-2.6526709	7.028693
A0A832W7K5	-0.96324956	0.97464013
A0A832WYG5	-1.7337213	0.6009287
A0A833ANQ3	3.8716052	11.710054
A0A833CMY0	10.988848	4.46274
A0A833CZD0	11.165829	4.37286
A0A833D555	6.2152033	5.21943
A0A833EJN0	0.33305594	-9.35568
A0A833FIX2	-2.978015	5.4410596
A0A833GH05	10.923876	4.2665
A0A833H421	-1.8733032	0.27006215
A0A833HBY4	16.605974	3.9258308
A0A833HI00	-10.509284	13.04759
A0A833HQH6	13.086556	-0.78071314
A0A833HYS5	2.0523243	10.539818
A0A833J6Y4	10.534612	9.305863
A0A833JCM8	1.3210247	-3.0714414
A0A833JH34	2.5623944	-4.3253646
A0A833JRQ1	-13.767091	11.859954
A0A833L306	16.264502	6.290364
A0A833LKI1	11.043363	4.801806
A0A833LRS5	-0.16737445	17.650347
A0A833LU91	-1.0709822	17.269625
A0A833M507	-10.642486	13.012343
A0A833PGS1	-16.837223	1.8877611
A0A833UUE4	-16.965574	0.12518339
A0A833V034	-10.599302	16.377275
A0A833VCL1	-10.776132	16.447462
A0A836M034	-18.08141	1.8417455
A0A836M0M9	-16.77909	0.103719495
A0A836MKW8	-18.260853	1.4940478
A0A836NA83	-13.744767	6.1992655
A0A836NIM7	-9.057176	-3.481977
A0A836SJG1	1.6414899	-3.911795
A0A836THX5	0.2591655	16.790014
A0A836U9H8	12.350737	3.7906408
A0A836X9B5	3.5788174	15.785839
A0A836XIP4	13.946623	3.7936747
A0A836YVR3	1.4591608	-3.3027096
A0A836ZKS0	4.6320167	21.933823
A0A837AR56	-8.758099	-3.3634198
A0A837BZC8	-3.4931357	16.234312
A0A837CK69	9.456093	-2.028345
A0A837CYL2	-3.2445965	5.2714567
A0A837DI32	4.872639	8.8282795
A0A837DJD8	-6.621741	-7.63717
A0A837DTV4	12.1069975	-0.24164228
A0A837FNC4	-6.9776545	-7.170765
A0A837GPF4	-11.429071	-7.6801834
A0A837IY46	12.123718	-0.32471567
A0A837KE25	-7.1504683	-8.630215
A0A837NM21	11.059423	1.1889852
A0A837NSP2	-3.4098783	-8.182598
A0A837P4Y9	10.708141	1.2805953
A0A837QDA4	-18.197153	1.6487947
A0A837QIU2	-18.272797	0.25515038
A0A837RBT0	10.80005	1.2909863
A0A837RG61	3.8550308	5.765103
A0A837RLB4	0.38782197	10.315855
A0A837UTL5	-11.356973	16.941893
A0A837WVB4	-13.955707	12.054965
A0A837X7J6	5.8945026	9.4535265
A0A837Z4L9	-6.424547	-6.861246
A0A837ZWR4	-5.529524	-1.4426854
A0A838A8V3	-9.300672	5.6046543
A0A838BD06	17.986147	3.1601825
A0A838BMI3	10.104354	8.816381
A0A838BYT9	-10.0466795	16.687817
A0A838CRM7	-6.2070584	8.54628
A0A838D038	3.0756636	10.825314
A0A838DFA2	-0.5213793	11.369627
A0A838DQF6	3.6447413	12.10091
A0A838E8Y0	9.566012	-1.5516181
A0A838ENM7	13.410651	4.0778317
A0A838EVS1	1.6830816	-1.4839491
A0A838F8B5	4.4024115	2.1167164
A0A838F8H8	-0.9175699	-9.592059
A0A838FJ42	13.41143	4.0124874
A0A838FQ75	-0.74771917	11.44662
A0A838G398	-14.538545	-8.145473
A0A838GBJ2	1.9857507	2.7199163
A0A838GRV3	-14.531026	-8.119747
A0A838GYG0	-11.823147	-0.82190067
A0A838HRJ7	1.1604238	5.709367
A0A838HRL2	3.2548027	4.2304697
A0A838I1T5	-0.73655844	11.410497
A0A838I7B8	-11.522958	-7.2806997
A0A838IHM9	-0.81484264	17.018087
A0A838JJ17	4.799967	5.4463816
A0A838JVS9	-0.85898226	11.539358
A0A838K2F1	-11.990845	-0.963696
A0A838KBD0	-14.518634	-8.133904
A0A838KE29	-0.26054496	2.0671272
A0A838KN15	-11.49683	-7.6956916
A0A838KZD7	-0.51473844	10.529097
A0A838L2F0	7.2029586	-4.5456433
A0A838LJ20	-11.206098	-7.3015547
A0A838LTB0	-2.4043953	16.480644
A0A838M524	18.687288	3.490917
A0A838MRE5	6.3394837	-7.9529266
A0A838MUD5	0.91130805	5.559122
A0A838N3Q8	-0.8095609	11.435052
A0A838NIT0	1.1665119	5.64663
A0A838NKV4	2.5181928	3.6055608
A0A838NTJ6	-1.63849	0.17653514
A0A838NYL7	-8.286256	6.0238314
A0A838NZQ7	2.63637	3.5877042
A0A838P5X4	1.320137	5.6737094
A0A838PJQ9	2.6630206	7.6380653
A0A838PRG5	-12.15384	-2.366169
A0A838PYU7	-11.799684	-0.70469564
A0A838Q2N5	-0.76473224	11.5340805
A0A838QDF4	-4.2294226	2.077465
A0A838QI56	-1.3032445	16.551546
A0A838QY19	4.861068	1.6708238
A0A838S1H4	2.938782	13.488543
A0A838SP82	-12.019	-8.018193
A0A838SVT9	-11.818915	-1.00699
A0A838T5D0	1.5326838	-2.6144266
A0A838T9T7	4.474307	1.3762025
A0A838TH67	-0.43541405	11.189722
A0A838TKE3	4.6368027	6.062632
A0A838TZF7	0.6987032	5.4901843
A0A838UDG6	1.323417	11.118156
A0A838USF8	1.8743817	-3.7081895
A0A838V4D7	-3.8488026	14.304545
A0A838VBM4	7.1645713	-4.47589
A0A838VQP0	3.725142	-2.3883164
A0A838XBE5	-12.339785	-8.257523
A0A838XUA9	9.548299	8.573758
A0A838YD37	-6.0692306	11.911665
A0A838YH36	-2.379177	11.94229
A0A838YNK7	5.214353	3.7384608
A0A838ZTC6	2.0292678	8.948534
A0A838ZYB6	-0.23272912	17.0175
A0A839A779	0.11277664	-3.5926833
A0A839ACM8	1.5022463	-5.5108523
A0A839BTI5	-7.2381635	-7.3600836
A0A839DSE8	-8.508448	6.4855976
A0A839ED96	-3.1722617	2.5026925
A0A839EDM6	16.47204	5.144845
A0A839F3D9	0.12266255	16.920982
A0A839FIX9	16.54988	4.749907
A0A839GG85	3.9952023	13.383289
A0A839GHJ4	-2.749639	6.907291
A0A839GMH4	16.176884	6.1438723
A0A839GS11	4.676555	2.851864
A0A839HA62	4.183744	3.788062
A0A839HJ23	7.3780622	7.6154413
A0A839HK40	-1.1374735	9.188443
A0A839IFH3	-11.028422	12.846402
A0A839IU93	2.4648626	18.190283
A0A839J2N8	1.1932062	9.433684
A0A839JAS9	1.2313986	9.49286
A0A839LB18	4.3709865	9.290204
A0A839N4Y7	-0.72336924	8.597514
A0A839ND70	2.837987	11.049236
A0A839NF82	4.3913674	4.751796
A0A839P898	10.659037	9.350125
A0A839PBG8	17.371887	3.8015325
A0A839PR31	5.9957466	6.1173415
A0A839Q6A4	-4.192386	1.2288859
A0A839QDN1	-6.2033925	-2.7826853
A0A839RJD3	-4.635212	14.173471
A0A839S4N4	-8.729639	5.27434
A0A839SVN7	5.7754917	-7.2212324
A0A839SZ52	0.3701044	10.371231
A0A839TCW0	-0.67775565	4.38705
A0A839TT19	-0.99198693	13.269861
A0A839U5F5	16.286846	5.553626
A0A839UFT6	2.626342	15.493964
A0A839UZ04	4.233109	12.892561
A0A839VF70	-5.4668303	11.242048
A0A839VLE9	-0.68894815	16.142874
A0A839VRZ8	7.9797606	-6.9334626
A0A839WJS5	-1.8592167	-8.018912
A0A839WV57	2.6906543	6.726184
A0A839XG89	-9.040395	5.374547
A0A839YJN7	6.1741734	7.350269
A0A839YVK0	8.938582	-2.2044835
A0A839YYR7	15.800953	8.179014
A0A839Z3U1	11.21953	5.400587
A0A839ZUH2	1.5236524	11.199716
A0A840AGB8	15.191995	7.9805794
A0A840APK1	11.418462	5.3473125
A0A840B023	7.366631	-6.8116307
A0A840BEJ9	7.432584	11.654115
A0A840C280	9.613228	8.643139
A0A840C7P1	14.024633	6.487541
A0A840CPW7	4.326941	6.537427
A0A840D1A6	0.0039615184	12.260671
A0A840DHM4	-0.45036027	6.1220994
A0A840DPE7	1.191327	6.1491632
A0A840E1V2	16.59457	4.940897
A0A840E249	4.102309	10.85635
A0A840E9B4	5.761065	7.92864
A0A840ERG6	-4.3782806	10.372924
A0A840F3Q9	1.0852212	2.471839
A0A840FL71	7.0672193	-6.866426
A0A840FPM1	6.348027	15.281207
A0A840GDM4	-9.29408	16.747728
A0A840GVC0	16.289211	5.9794383
A0A840H9Q8	16.31461	6.051458
A0A840HQX5	5.707094	-7.3492155
A0A840I6M8	14.749667	7.847632
A0A840IGE9	-11.9400425	0.8244031
A0A840IUL7	-8.473612	6.872074
A0A840JAZ2	-5.1293077	7.1143994
A0A840KF10	-1.1489692	-10.090046
A0A840LJL7	2.9508462	4.391112
A0A840MP94	-0.53423196	17.42758
A0A840MSD8	11.542001	6.3053393
A0A840NGC7	-9.348579	5.5928254
A0A840NUL6	19.234356	5.9971013
A0A840P6E2	-10.655505	1.173158
A0A840PTR4	1.2797638	5.9703603
A0A840PYR6	-8.42631	6.831646
A0A840QRG5	4.1701508	14.979687
A0A840R8J0	5.451202	12.299323
A0A840RHA9	-4.390849	11.570721
A0A840RPB5	3.7927175	10.416293
A0A840RU42	-9.482679	16.846424
A0A840S742	3.6298015	4.3376894
A0A840SCY4	4.868124	1.7933503
A0A840SVF2	11.428062	5.3221774
A0A840TTA3	-5.064639	3.8871896
A0A840TUZ8	1.4714844	-3.0221913
A0A840UEV8	-13.960097	12.095928
A0A840ULN9	-2.4638138	1.3202548
A0A840UP59	-0.3319108	2.7610848
A0A840UPV5	7.991621	-7.7994413
A0A840VB64	-1.6041198	11.682794
A0A840VPQ0	15.568399	7.594864
A0A840VSC4	-2.6679573	20.361544
A0A840WT28	10.730538	2.2756326
A0A840WXU3	10.926748	3.1060293
A0A840XJC8	-3.200351	2.4756238
A0A840XZS0	10.777106	9.429346
A0A840Y8R7	7.445634	-6.7357645
A0A840YIV8	-3.7847133	9.844649
A0A840YYK1	6.126138	-6.7510486
A0A840ZDL5	5.622031	7.3822517
A0A840ZU83	10.645564	8.965022
A0A841A7K1	10.850336	9.012121
A0A841AHS8	-5.633667	2.9649243
A0A841B020	-4.5244837	2.1368518
A0A841BVF6	-10.753903	0.54053235
A0A841C7Q9	3.0175915	10.951949
A0A841CEP0	-9.0504465	5.6333337
A0A841CZJ6	-10.681153	1.171945
A0A841E0W6	-12.404688	-8.433313
A0A841E7Y2	-10.297329	0.15095875
A0A841EHI4	4.013016	2.8648283
A0A841EK87	9.250414	-1.5473372
A0A841F4B8	1.4165207	13.092137
A0A841FQ42	0.5465983	9.336463
A0A841GNJ0	-11.21869	9.801414
A0A841H1Z6	-8.89606	6.995166
A0A841H3N9	0.777349	6.089152
A0A841HRY5	-6.2945776	10.640152
A0A841I6H8	4.7844744	4.4094434
A0A841J0E9	10.871245	2.3287184
A0A841J280	5.989532	-7.9452906
A0A841J5I0	4.360935	4.631724
A0A841JCL4	12.0909195	1.7639375
A0A841JXP9	1.1068677	-4.1276298
A0A841K206	9.25235	8.569475
A0A841KDR2	-3.2216616	16.508936
A0A841KZY1	6.287842	-7.494563
A0A841L9M6	-0.3215035	-4.352451
A0A841LQN2	-0.33151385	-5.137638
A0A841LTT6	4.1183896	5.021605
A0A841LZN3	9.450607	-1.9602528
A0A841MI96	-0.9094494	3.7695634
A0A841MPQ5	-16.48053	0.3110613
A0A841MTI8	-17.293882	1.8535537
A0A841NFQ7	-1.1832335	-10.138331
A0A841NXY0	20.068993	6.3626823
A0A841QCJ7	-3.692805	4.380304
A0A841R3P5	-4.107991	10.284711
A0A841RI03	-1.5426086	-4.9151154
A0A841S9Q4	-12.529201	-8.511897
A0A841T222	0.42074823	5.3604383
A0A841TJ96	0.6461765	4.4872966
A0A841TYM3	-3.0785027	5.296388
A0A841UEW0	-8.2045355	0.804545
A0A841V1V5	-8.155841	0.7978318
A0A841VFZ7	-8.343358	0.9364852
A0A841WSE1	3.6289124	-2.804359
A0A841YDV7	13.098592	-0.81478655
A0A842GWA3	-4.539372	1.9758383
A0A842HHJ3	-0.21388261	10.354229
A0A842HSN8	1.0267509	14.372772
A0A842HY77	5.754123	-7.486767
A0A842IDG7	15.683605	9.558194
A0A842IIR1	7.193838	3.6959546
A0A842IPE7	-7.9240446	12.2568445
A0A842J1T6	3.3027456	5.0158906
A0A842J4S6	6.8350005	-5.9532094
A0A842J7F2	6.702164	-3.246559
A0A842JH59	6.198596	3.344719
A0A842JJG2	-4.52831	1.9417049
A0A842KLH5	4.114844	11.5571785
A0A842PQG2	3.3308375	4.4174547
A0A842PT12	2.3102143	2.2367783
A0A843AX46	-0.7670058	11.147807
A0A843CYZ3	3.8956165	6.891644
A0A843D333	8.972848	-1.0612439
A0A843D7E1	3.9134724	6.716761
A0A843DFE8	12.715441	3.5921319
A0A843DJN8	3.8667161	7.462533
A0A843DL32	3.9583483	8.6092615
A0A843DS49	11.433457	1.4098995
A0A843DXB7	12.813547	3.5809634
A0A843FUQ5	6.705613	-6.128579
A0A843IBK2	6.682851	-6.1151795
A0A843JV01	1.1016572	11.715708
